Kanaldurchmesser (Unten),Diff.,-2 S.D.,+2 S.D.,Kanaldurchmesser (Mitte),Kanaldurchmesser (Oben),Kanaldurchmesser (Mitte),Kum. <
um,Volumen,Diff.,Diff.,um,um,Phi,Volumen
,%,Volumen,Volumen,,,,%
,,%,%,,,,
0.375124,0,0,0,0.393033,0.411798,11.3129,0
0.411798,0,0,0,0.431458,0.452057,11.1783,0
0.452057,0,0,0,0.473639,0.496252,11.0437,0
0.496252,0,0,0,0.519944,0.544768,10.9091,0
0.544768,0,0,0,0.570777,0.598027,10.7746,0
0.598027,0,0,0,0.626578,0.656493,10.64,0
0.656493,0,0,0,0.687836,0.720675,10.5054,0
0.720675,0.000419096,0.000388931,0.000449261,0.755082,0.791132,10.3709,0
0.791132,0.00557863,0.00517751,0.00597975,0.828903,0.868477,10.2363,0.000419096
0.868477,0.0167483,0.0155414,0.0179552,0.90994,0.953383,10.1017,0.00599773
0.953383,0.0266419,0.0247116,0.0285722,0.9989,1.04659,9.96714,0.022746
1.04659,0.0338801,0.0313995,0.0363607,1.09656,1.14891,9.83257,0.0493879
1.14891,0.0384924,0.0356321,0.0413527,1.20376,1.26123,9.698,0.083268
1.26123,0.0405767,0.0374904,0.043663,1.32145,1.38454,9.56343,0.12176
1.38454,0.0405184,0.0373172,0.0437196,1.45064,1.5199,9.42885,0.162337
1.5199,0.0388628,0.0356102,0.0421154,1.59246,1.66849,9.29428,0.202856
1.66849,0.0362889,0.0330376,0.0395402,1.74815,1.83161,9.15971,0.241718
1.83161,0.0334624,0.0301771,0.0367477,1.91906,2.01068,9.02514,0.278007
2.01068,0.0309855,0.027628,0.034343,2.10667,2.20725,8.89056,0.31147
2.20725,0.0293045,0.0258051,0.0328039,2.31263,2.42304,8.75599,0.342455
2.42304,0.028702,0.0249814,0.0324226,2.53872,2.65993,8.62142,0.37176
2.65993,0.0292933,0.0252715,0.0333151,2.78692,2.91998,8.48684,0.400462
2.91998,0.0310384,0.0266459,0.0354309,3.05939,3.20545,8.35227,0.429755
3.20545,0.0337738,0.0289512,0.0385964,3.35849,3.51883,8.2177,0.460793
3.51883,0.0372199,0.0319578,0.042482,3.68682,3.86284,8.08313,0.494567
3.86284,0.0410393,0.035328,0.0467506,4.04726,4.24049,7.94855,0.531787
4.24049,0.0448754,0.0387626,0.0509882,4.44294,4.65506,7.81398,0.572826
4.65506,0.0484016,0.0419696,0.0548336,4.87731,5.11017,7.6794,0.617702
5.11017,0.0513636,0.044709,0.0580182,5.35414,5.60976,7.54483,0.666103
5.60976,0.0535964,0.0468334,0.0603594,5.87759,6.1582,7.41025,0.717467
6.1582,0.0550584,0.0483176,0.0617992,6.45221,6.76025,7.27568,0.771063
6.76025,0.0558059,0.0492163,0.0623954,7.08301,7.42117,7.14111,0.826122
7.42117,0.0559714,0.049606,0.0623368,7.77547,8.14669,7.00653,0.881928
8.14669,0.055759,0.0496841,0.0618339,8.53563,8.94315,6.87196,0.937899
8.94315,0.0554836,0.049703,0.0612642,9.37012,9.81748,6.73738,0.993658
9.81748,0.0555206,0.0499554,0.0610858,10.2862,10.7773,6.6028,1.04914
10.7773,0.0562494,0.0507327,0.0617661,11.2918,11.8309,6.46823,1.10466
11.8309,0.0579755,0.0523244,0.0636266,12.3958,12.9876,6.33365,1.16091
12.9876,0.0607393,0.0547227,0.0667559,13.6076,14.2573,6.19907,1.21889
14.2573,0.0643239,0.0578173,0.0708305,14.938,15.6512,6.0645,1.27963
15.6512,0.0681842,0.0612428,0.0751256,16.3984,17.1813,5.92992,1.34395
17.1813,0.0717295,0.064621,0.078838,18.0016,18.861,5.79534,1.41213
18.861,0.0746053,0.067789,0.0814216,19.7615,20.705,5.66076,1.48386
20.705,0.0768617,0.0707866,0.0829368,21.6935,22.7292,5.52618,1.55847
22.7292,0.0791793,0.0740413,0.0843173,23.8143,24.9513,5.39161,1.63533
24.9513,0.0822424,0.077794,0.0866908,26.1425,27.3906,5.25703,1.71451
27.3906,0.0867493,0.082493,0.0910056,28.6983,30.0685,5.12245,1.79675
30.0685,0.0933428,0.088751,0.0979346,31.504,33.0081,4.98787,1.8835
33.0081,0.101741,0.0965829,0.106899,34.584,36.2352,4.85328,1.97684
36.2352,0.110764,0.105475,0.116053,37.9652,39.7777,4.7187,2.07859
39.7777,0.119484,0.114906,0.124062,41.6768,43.6665,4.58412,2.18935
43.6665,0.12915,0.125465,0.132835,45.7513,47.9356,4.44954,2.30883
47.9356,0.142664,0.138989,0.146339,50.2242,52.622,4.31495,2.43798
52.622,0.162114,0.157813,0.166415,55.1343,57.7666,4.18036,2.58065
57.7666,0.189517,0.184634,0.1944,60.5245,63.4141,4.04578,2.74276
63.4141,0.229279,0.224403,0.234155,66.4417,69.6138,3.91119,2.93228
69.6138,0.29007,0.286025,0.294115,72.9374,76.4196,3.7766,3.16156
76.4196,0.387942,0.38516,0.390724,80.0681,83.8907,3.64201,3.45163
83.8907,0.547605,0.541811,0.553399,87.8959,92.0923,3.50742,3.83957
92.0923,0.797477,0.788221,0.806733,96.4892,101.096,3.37282,4.38717
101.096,1.16051,1.14281,1.17821,105.922,110.979,3.23822,5.18465
110.979,1.64438,1.61584,1.67292,116.278,121.829,3.10363,6.34516
121.829,2.2343,2.19515,2.27345,127.646,133.74,2.96902,7.98954
133.74,2.89374,2.84545,2.94203,140.125,146.815,2.83441,10.2238
146.815,3.57021,3.51701,3.62341,153.824,161.168,2.69981,13.1176
161.168,4.20135,4.13978,4.26292,168.863,176.925,2.56519,16.6878
176.925,4.71878,4.6506,4.78696,185.372,194.222,2.43057,20.8891
194.222,5.04783,4.97522,5.12044,203.495,213.21,2.29595,25.6079
213.21,5.12055,5.04455,5.19656,223.389,234.054,2.16132,30.6558
234.054,4.91165,4.83825,4.98505,245.228,256.936,2.02669,35.7763
256.936,4.4655,4.39295,4.53805,269.203,282.056,1.89204,40.688
282.056,3.89149,3.83016,3.95282,295.522,309.631,1.75737,45.1535
309.631,3.33357,3.26428,3.40286,324.414,339.902,1.6227,49.0449
339.902,2.92511,2.85304,2.99718,356.13,373.132,1.48801,52.3785
