Kanaldurchmesser (Unten),Diff.,-2 S.D.,+2 S.D.,Kanaldurchmesser (Mitte),Kanaldurchmesser (Oben),Kanaldurchmesser (Mitte),Kum. <
um,Volumen,Diff.,Diff.,um,um,Phi,Volumen
,%,Volumen,Volumen,,,,%
,,%,%,,,,
0.03999,0.00101537,0.000506604,0.00152414,0.0418992,0.0438996,14.5426,0
0.0438996,0.00129138,0.00067469,0.00190807,0.0459955,0.0481915,14.408,0.00101537
0.0481915,0.00199751,0.00109706,0.00289796,0.0504923,0.0529029,14.2734,0.00230675
0.0529029,0.00388517,0.00220574,0.0055646,0.0554286,0.0580749,14.1389,0.00430426
0.0580749,0.00814898,0.00458835,0.0117096,0.0608476,0.0637526,14.0043,0.00818943
0.0637526,0.0155564,0.00857354,0.0225393,0.0667963,0.0699854,13.8697,0.0163384
0.0699854,0.0248341,0.0134304,0.0362378,0.0733267,0.0768275,13.7351,0.0318948
0.0768275,0.033854,0.0183879,0.0493201,0.0804954,0.0843385,13.6006,0.0567289
0.0843385,0.0426154,0.0235109,0.0617198,0.088365,0.0925838,13.466,0.0905829
0.0925838,0.0519688,0.0292918,0.0746458,0.0970039,0.101635,13.3314,0.133198
0.101635,0.0620398,0.0357059,0.0883737,0.106488,0.111572,13.1969,0.185167
0.111572,0.0718671,0.0422799,0.101454,0.116898,0.122479,13.0623,0.247207
0.122479,0.0813337,0.0489546,0.113713,0.128327,0.134454,12.9277,0.319074
0.134454,0.0908547,0.0558864,0.125823,0.140873,0.147598,12.7931,0.400408
0.147598,0.100396,0.0632173,0.137575,0.154645,0.162028,12.6586,0.491262
0.162028,0.109901,0.0708899,0.148912,0.169764,0.177869,12.524,0.591658
0.177869,0.119428,0.0788739,0.159982,0.186361,0.195258,12.3894,0.701559
0.195258,0.129289,0.0872075,0.17137,0.20458,0.214348,12.2549,0.820987
0.214348,0.139346,0.0958288,0.182863,0.224581,0.235303,12.1203,0.950276
0.235303,0.149183,0.10437,0.193996,0.246537,0.258308,11.9857,1.08962
0.258308,0.158139,0.112283,0.203995,0.27064,0.283561,11.8511,1.23881
0.283561,0.165959,0.119075,0.212843,0.297099,0.311283,11.7166,1.39694
0.311283,0.172168,0.124366,0.21997,0.326145,0.341716,11.582,1.5629
0.341716,0.176747,0.128088,0.225406,0.358031,0.375124,11.4474,1.73507
0.375124,0.179826,0.130467,0.229185,0.393033,0.411798,11.3129,1.91182
0.411798,0.182265,0.131925,0.232605,0.431458,0.452057,11.1783,2.09164
0.452057,0.184348,0.132726,0.23597,0.473639,0.496252,11.0437,2.27391
0.496252,0.186347,0.133192,0.239502,0.519944,0.544768,10.9091,2.45826
0.544768,0.188618,0.13393,0.243306,0.570777,0.598027,10.7746,2.6446
0.598027,0.192126,0.135667,0.248585,0.626578,0.656493,10.64,2.83322
0.656493,0.19758,0.139041,0.256119,0.687836,0.720675,10.5054,3.02535
0.720675,0.205473,0.144413,0.266533,0.755082,0.791132,10.3709,3.22293
0.791132,0.216217,0.152379,0.280055,0.828903,0.868477,10.2363,3.4284
0.868477,0.230548,0.163639,0.297457,0.90994,0.953383,10.1017,3.64462
0.953383,0.249221,0.178791,0.319651,0.9989,1.04659,9.96714,3.87517
1.04659,0.27271,0.198102,0.347318,1.09656,1.14891,9.83257,4.12439
1.14891,0.300902,0.221246,0.380558,1.20376,1.26123,9.698,4.3971
1.26123,0.333257,0.247728,0.418786,1.32145,1.38454,9.56343,4.698
1.38454,0.369242,0.277013,0.461471,1.45064,1.5199,9.42885,5.03126
1.5199,0.408346,0.308366,0.508326,1.59246,1.66849,9.29428,5.4005
1.66849,0.450094,0.341017,0.559171,1.74815,1.83161,9.15971,5.80884
1.83161,0.493686,0.3741,0.613272,1.91906,2.01068,9.02514,6.25894
2.01068,0.538481,0.406983,0.669979,2.10667,2.20725,8.89056,6.75262
2.20725,0.584115,0.43972,0.72851,2.31263,2.42304,8.75599,7.2911
2.42304,0.630761,0.472865,0.788657,2.53872,2.65993,8.62142,7.87522
2.65993,0.678675,0.507013,0.850337,2.78692,2.91998,8.48684,8.50598
2.91998,0.727769,0.542499,0.913039,3.05939,3.20545,8.35227,9.18466
3.20545,0.777504,0.579334,0.975675,3.35849,3.51883,8.2177,9.91242
3.51883,0.827026,0.6175,1.03655,3.68682,3.86284,8.08313,10.6899
3.86284,0.875519,0.656092,1.09495,4.04726,4.24049,7.94855,11.517
4.24049,0.921802,0.693259,1.15034,4.44294,4.65506,7.81398,12.3925
4.65506,0.964309,0.726281,1.20234,4.87731,5.11017,7.6794,13.3143
5.11017,1.00118,0.752562,1.2498,5.35414,5.60976,7.54483,14.2786
5.60976,1.03149,0.770895,1.29209,5.87759,6.1582,7.41025,15.2798
6.1582,1.05585,0.781867,1.32983,6.45221,6.76025,7.27568,16.3113
6.76025,1.07605,0.787019,1.36508,7.08301,7.42117,7.14111,17.3671
7.42117,1.09391,0.787861,1.39996,7.77547,8.14669,7.00653,18.4432
8.14669,1.11059,0.786369,1.43481,8.53563,8.94315,6.87196,19.5371
8.94315,1.12834,0.78708,1.4696,9.37012,9.81748,6.73738,20.6477
9.81748,1.15137,0.797445,1.5053,10.2862,10.7773,6.6028,21.776
10.7773,1.18596,0.82634,1.54558,11.2918,11.8309,6.46823,22.9274
11.8309,1.23525,0.877402,1.5931,12.3958,12.9876,6.33365,24.1133
12.9876,1.29457,0.944383,1.64476,13.6076,14.2573,6.19907,25.3486
14.2573,1.3503,1.01081,1.68979,14.938,15.6512,6.0645,26.6431
15.6512,1.3868,1.05656,1.71704,16.3984,17.1813,5.92992,27.9934
17.1813,1.39844,1.07062,1.72626,18.0016,18.861,5.79534,29.3802
18.861,1.39506,1.05845,1.73167,19.7615,20.705,5.66076,30.7787
20.705,1.3971,1.04046,1.75374,21.6935,22.7292,5.52618,32.1737
22.7292,1.42095,1.03806,1.80384,23.8143,24.9513,5.39161,33.5708
24.9513,1.46719,1.06133,1.87305,26.1425,27.3906,5.25703,34.9918
27.3906,1.51771,1.10405,1.93137,28.6983,30.0685,5.12245,36.459
30.0685,1.54439,1.14705,1.94173,31.504,33.0081,4.98787,37.9767
