Kanaldurchmesser (Unten),Diff.,-2 S.D.,+2 S.D.,Kanaldurchmesser (Mitte),Kanaldurchmesser (Oben),Kanaldurchmesser (Mitte),Kum. <
um,Volumen,Diff.,Diff.,um,um,Phi,Volumen
,%,Volumen,Volumen,,,,%
,,%,%,,,,
0.03999,0.0010942,0.000843485,0.00134491,0.0418992,0.0438996,14.5426,0
0.0438996,0.00135243,0.00105466,0.0016502,0.0459955,0.0481915,14.408,0.0010942
0.0481915,0.0020194,0.00159591,0.00244289,0.0504923,0.0529029,14.2734,0.00244663
0.0529029,0.00384363,0.00308068,0.00460658,0.0554286,0.0580749,14.1389,0.00446603
0.0580749,0.00812027,0.00649928,0.00974126,0.0608476,0.0637526,14.0043,0.00830966
0.0637526,0.0157028,0.0124389,0.0189667,0.0667963,0.0699854,13.8697,0.0164299
0.0699854,0.0252158,0.019675,0.0307566,0.0733267,0.0768275,13.7351,0.0321327
0.0768275,0.0340871,0.0263969,0.0417773,0.0804954,0.0843385,13.6006,0.0573486
0.0843385,0.0423813,0.0327409,0.0520217,0.088365,0.0925838,13.466,0.0914357
0.0925838,0.0509453,0.03936,0.0625306,0.0970039,0.101635,13.3314,0.133817
0.101635,0.0598479,0.046206,0.0734898,0.106488,0.111572,13.1969,0.184762
0.111572,0.0682213,0.0526619,0.0837807,0.116898,0.122479,13.0623,0.24461
0.122479,0.076149,0.0589159,0.0933821,0.128327,0.134454,12.9277,0.312832
0.134454,0.0840647,0.0651651,0.102964,0.140873,0.147598,12.7931,0.388981
0.147598,0.0912331,0.0708654,0.111601,0.154645,0.162028,12.6586,0.473045
0.162028,0.0979953,0.0762999,0.119691,0.169764,0.177869,12.524,0.564278
0.177869,0.104731,0.0818861,0.127576,0.186361,0.195258,12.3894,0.662274
0.195258,0.112086,0.0880482,0.136124,0.20458,0.214348,12.2549,0.767005
0.214348,0.119487,0.0943286,0.144645,0.224581,0.235303,12.1203,0.879091
0.235303,0.126901,0.100751,0.153051,0.246537,0.258308,11.9857,0.998578
0.258308,0.134323,0.107413,0.161233,0.27064,0.283561,11.8511,1.12548
0.283561,0.141617,0.114082,0.169152,0.297099,0.311283,11.7166,1.2598
0.311283,0.148555,0.120629,0.176481,0.326145,0.341716,11.582,1.40142
0.341716,0.155177,0.127035,0.183319,0.358031,0.375124,11.4474,1.54997
0.375124,0.162006,0.133857,0.190155,0.393033,0.411798,11.3129,1.70515
0.411798,0.16937,0.141147,0.197593,0.431458,0.452057,11.1783,1.86716
0.452057,0.177383,0.149054,0.205712,0.473639,0.496252,11.0437,2.03653
0.496252,0.186064,0.157501,0.214627,0.519944,0.544768,10.9091,2.21391
0.544768,0.195704,0.166845,0.224563,0.570777,0.598027,10.7746,2.39997
0.598027,0.206777,0.177268,0.236286,0.626578,0.656493,10.64,2.59568
0.656493,0.21955,0.189056,0.250044,0.687836,0.720675,10.5054,2.80246
0.720675,0.23419,0.20214,0.26624,0.755082,0.791132,10.3709,3.02201
0.791132,0.250917,0.21683,0.285004,0.828903,0.868477,10.2363,3.2562
0.868477,0.270281,0.233482,0.30708,0.90994,0.953383,10.1017,3.50711
0.953383,0.292737,0.25241,0.333064,0.9989,1.04659,9.96714,3.77739
1.04659,0.318628,0.273893,0.363363,1.09656,1.14891,9.83257,4.07013
1.14891,0.348029,0.298002,0.398055,1.20376,1.26123,9.698,4.38876
1.26123,0.380927,0.324595,0.437259,1.32145,1.38454,9.56343,4.73679
1.38454,0.417266,0.353995,0.480537,1.45064,1.5199,9.42885,5.11772
1.5199,0.456915,0.385971,0.527859,1.59246,1.66849,9.29428,5.53498
1.66849,0.499806,0.420448,0.579164,1.74815,1.83161,9.15971,5.9919
1.83161,0.54572,0.457401,0.634039,1.91906,2.01068,9.02514,6.4917
2.01068,0.594479,0.496697,0.692261,2.10667,2.20725,8.89056,7.03742
2.20725,0.645767,0.538191,0.753343,2.31263,2.42304,8.75599,7.6319
2.42304,0.699309,0.581609,0.817009,2.53872,2.65993,8.62142,8.27767
2.65993,0.754836,0.626735,0.882937,2.78692,2.91998,8.48684,8.97698
2.91998,0.812087,0.673265,0.950909,3.05939,3.20545,8.35227,9.73182
3.20545,0.87078,0.721003,1.02056,3.35849,3.51883,8.2177,10.5439
3.51883,0.930362,0.769539,1.09119,3.68682,3.86284,8.08313,11.4147
3.86284,0.990304,0.818444,1.16216,4.04726,4.24049,7.94855,12.345
4.24049,1.0501,0.867453,1.23275,4.44294,4.65506,7.81398,13.3353
4.65506,1.10957,0.916226,1.30291,4.87731,5.11017,7.6794,14.3855
5.11017,1.16857,0.964742,1.3724,5.35414,5.60976,7.54483,15.495
5.60976,1.22691,1.01325,1.44057,5.87759,6.1582,7.41025,16.6636
6.1582,1.28461,1.06176,1.50746,6.45221,6.76025,7.27568,17.8905
6.76025,1.34202,1.11033,1.57371,7.08301,7.42117,7.14111,19.1751
7.42117,1.40026,1.16023,1.64029,7.77547,8.14669,7.00653,20.5171
8.14669,1.46022,1.21194,1.7085,8.53563,8.94315,6.87196,21.9174
8.94315,1.52293,1.26703,1.77883,9.37012,9.81748,6.73738,23.3776
9.81748,1.58894,1.32615,1.85173,10.2862,10.7773,6.6028,24.9005
10.7773,1.65978,1.39078,1.92878,11.2918,11.8309,6.46823,26.4895
11.8309,1.73701,1.46182,2.0122,12.3958,12.9876,6.33365,28.1493
12.9876,1.82148,1.53995,2.10301,13.6076,14.2573,6.19907,29.8863
14.2573,1.9114,1.62452,2.19828,14.938,15.6512,6.0645,31.7078
15.6512,2.00296,1.71261,2.29331,16.3984,17.1813,5.92992,33.6192
17.1813,2.09363,1.80146,2.3858,18.0016,18.861,5.79534,35.6221
18.861,2.1842,1.88901,2.47939,19.7615,20.705,5.66076,37.7158
20.705,2.27973,1.97875,2.58071,21.6935,22.7292,5.52618,39.8999
22.7292,2.38396,2.07443,2.69349,23.8143,24.9513,5.39161,42.1797
24.9513,2.49471,2.1789,2.81052,26.1425,27.3906,5.25703,44.5636
27.3906,2.60058,2.2901,2.91106,28.6983,30.0685,5.12245,47.0584
30.0685,2.6841,2.39908,2.96912,31.504,33.0081,4.98787,49.6589
