Kanaldurchmesser (Unten),Diff.,-2 S.D.,+2 S.D.,Kanaldurchmesser (Mitte),Kanaldurchmesser (Oben),Kanaldurchmesser (Mitte),Kum. <
um,Volumen,Diff.,Diff.,um,um,Phi,Volumen
,%,Volumen,Volumen,,,,%
,,%,%,,,,
0.375124,0.0360684,0.0277815,0.0443553,0.393033,0.411798,11.3129,0
0.411798,0.0642526,0.0495159,0.0789893,0.431458,0.452057,11.1783,0.0360684
0.452057,0.0953263,0.0734553,0.117197,0.473639,0.496252,11.0437,0.100321
0.496252,0.137434,0.105837,0.169031,0.519944,0.544768,10.9091,0.195647
0.544768,0.174506,0.134137,0.214875,0.570777,0.598027,10.7746,0.333081
0.598027,0.2096,0.160763,0.258437,0.626578,0.656493,10.64,0.507587
0.656493,0.244385,0.18695,0.30182,0.687836,0.720675,10.5054,0.717187
0.720675,0.28114,0.214397,0.347883,0.755082,0.791132,10.3709,0.961572
0.791132,0.317007,0.24074,0.393274,0.828903,0.868477,10.2363,1.24271
0.868477,0.352286,0.266189,0.438383,0.90994,0.953383,10.1017,1.55972
0.953383,0.388131,0.291474,0.484788,0.9989,1.04659,9.96714,1.91201
1.04659,0.425966,0.317696,0.534236,1.09656,1.14891,9.83257,2.30014
1.14891,0.466763,0.345363,0.588163,1.20376,1.26123,9.698,2.7261
1.26123,0.510182,0.374234,0.64613,1.32145,1.38454,9.56343,3.19286
1.38454,0.556782,0.40469,0.708874,1.45064,1.5199,9.42885,3.70305
1.5199,0.606879,0.436938,0.77682,1.59246,1.66849,9.29428,4.25983
1.66849,0.661705,0.471989,0.851421,1.74815,1.83161,9.15971,4.86671
1.83161,0.720815,0.509486,0.932144,1.91906,2.01068,9.02514,5.52841
2.01068,0.783504,0.548907,1.0181,2.10667,2.20725,8.89056,6.24923
2.20725,0.848603,0.589578,1.10763,2.31263,2.42304,8.75599,7.03273
2.42304,0.9154,0.630907,1.19989,2.53872,2.65993,8.62142,7.88133
2.65993,0.983285,0.672668,1.2939,2.78692,2.91998,8.48684,8.79673
2.91998,1.05123,0.714311,1.38815,3.05939,3.20545,8.35227,9.78002
3.20545,1.11801,0.755102,1.48092,3.35849,3.51883,8.2177,10.8312
3.51883,1.18194,0.794194,1.56969,3.68682,3.86284,8.08313,11.9493
3.86284,1.24211,0.831298,1.65292,4.04726,4.24049,7.94855,13.1312
4.24049,1.29777,0.866343,1.7292,4.44294,4.65506,7.81398,14.3733
4.65506,1.34855,0.899576,1.79752,4.87731,5.11017,7.6794,15.6711
5.11017,1.39387,0.931094,1.85665,5.35414,5.60976,7.54483,17.0196
5.60976,1.43382,0.961507,1.90613,5.87759,6.1582,7.41025,18.4135
6.1582,1.46969,0.992022,1.94736,6.45221,6.76025,7.27568,19.8473
6.76025,1.50407,1.0248,1.98334,7.08301,7.42117,7.14111,21.317
7.42117,1.54022,1.06273,2.01771,7.77547,8.14669,7.00653,22.8211
8.14669,1.58073,1.10816,2.0533,8.53563,8.94315,6.87196,24.3613
8.94315,1.62864,1.16399,2.09329,9.37012,9.81748,6.73738,25.942
9.81748,1.68778,1.23325,2.14231,10.2862,10.7773,6.6028,27.5707
10.7773,1.76398,1.32009,2.20787,11.2918,11.8309,6.46823,29.2584
11.8309,1.86125,1.42686,2.29564,12.3958,12.9876,6.33365,31.0224
12.9876,1.97829,1.55199,2.40459,13.6076,14.2573,6.19907,32.8837
14.2573,2.10569,1.68915,2.52223,14.938,15.6512,6.0645,34.862
15.6512,2.22989,1.82921,2.63057,16.3984,17.1813,5.92992,36.9677
17.1813,2.34241,1.96638,2.71844,18.0016,18.861,5.79534,39.1975
18.861,2.44585,2.10175,2.78995,19.7615,20.705,5.66076,41.54
20.705,2.55378,2.24403,2.86353,21.6935,22.7292,5.52618,43.9858
22.7292,2.67939,2.39989,2.95889,23.8143,24.9513,5.39161,46.5396
24.9513,2.82508,2.57082,3.07934,26.1425,27.3906,5.25703,49.219
27.3906,2.97648,2.74696,3.206,28.6983,30.0685,5.12245,52.0441
30.0685,3.10725,2.91216,3.30234,31.504,33.0081,4.98787,55.0205
33.0081,3.19223,3.05054,3.33392,34.584,36.2352,4.85328,58.1278
36.2352,3.2187,3.14786,3.28954,37.9652,39.7777,4.7187,61.32
39.7777,3.19173,3.12128,3.26218,41.6768,43.6665,4.58412,64.5387
43.6665,3.12744,2.95162,3.30326,45.7513,47.9356,4.44954,67.7304
47.9356,3.04163,2.74837,3.33489,50.2242,52.622,4.31495,70.8579
52.622,2.94128,2.5339,3.34866,55.1343,57.7666,4.18036,73.8995
57.7666,2.82273,2.30837,3.33709,60.5245,63.4141,4.04578,76.8408
63.4141,2.67922,2.06474,3.2937,66.4417,69.6138,3.91119,79.6635
69.6138,2.51039,1.8019,3.21888,72.9374,76.4196,3.7766,82.3427
76.4196,2.32908,1.53888,3.11928,80.0681,83.8907,3.64201,84.8531
83.8907,2.15522,1.30049,3.00995,87.8959,92.0923,3.50742,87.1822
92.0923,2.00276,1.10519,2.90033,96.4892,101.096,3.37282,89.3374
101.096,1.86528,0.940343,2.79022,105.922,110.979,3.23822,91.3402
110.979,1.71402,0.756156,2.67188,116.278,121.829,3.10363,93.2055
121.829,1.51509,0.509042,2.52114,127.646,133.74,2.96902,94.9195
133.74,1.25167,0.192371,2.31097,140.125,146.815,2.83441,96.4346
146.815,0.940308,0,2.02274,153.824,161.168,2.69981,97.6862
161.168,0.633652,0,1.64103,168.863,176.925,2.56519,98.6266
176.925,0.379812,0,1.19937,185.372,194.222,2.43057,99.2602
194.222,0.205935,0,0.769981,203.495,213.21,2.29595,99.64
213.21,0.0997607,0,0.421077,223.389,234.054,2.16132,99.846
234.054,0.0404902,0,0.179149,245.228,256.936,2.02669,99.9457
256.936,0.0118408,0,0.0528587,269.203,282.056,1.89204,99.9862
282.056,0.00184498,0,0.00823618,295.522,309.631,1.75737,99.998
309.631,0.000111363,0,0.000497135,324.414,339.902,1.6227,99.9999
339.902,0,0,0,356.13,373.132,1.48801,100
373.132,0,0,0,390.946,409.611,1.35329,100
409.611,0,0,0,429.167,449.657,1.21853,100
449.657,0,0,0,471.125,493.617,1.08373,100
