Kanaldurchmesser (Unten),Diff.,-2 S.D.,+2 S.D.,Kanaldurchmesser (Mitte),Kanaldurchmesser (Oben),Kanaldurchmesser (Mitte),Kum. <
um,Volumen,Diff.,Diff.,um,um,Phi,Volumen
,%,Volumen,Volumen,,,,%
,,%,%,,,,
0.375124,0.0085861,0.00852849,0.00864371,0.393033,0.411798,11.3129,0
0.411798,0.0153137,0.0151978,0.0154296,0.431458,0.452057,11.1783,0.0085861
0.452057,0.022695,0.0225199,0.0228701,0.473639,0.496252,11.0437,0.0238998
0.496252,0.0325957,0.0323752,0.0328162,0.519944,0.544768,10.9091,0.0465948
0.544768,0.0410551,0.040705,0.0414052,0.570777,0.598027,10.7746,0.0791905
0.598027,0.0488271,0.0484493,0.0492049,0.626578,0.656493,10.64,0.120246
0.656493,0.0562544,0.05588,0.0566288,0.687836,0.720675,10.5054,0.169073
0.720675,0.0638465,0.0637082,0.0639848,0.755082,0.791132,10.3709,0.225327
0.791132,0.0707813,0.070654,0.0709086,0.828903,0.868477,10.2363,0.289174
0.868477,0.0771022,0.0768051,0.0773993,0.90994,0.953383,10.1017,0.359955
0.953383,0.0830351,0.0826758,0.0833944,0.9989,1.04659,9.96714,0.437057
1.04659,0.0889092,0.088761,0.0890574,1.09656,1.14891,9.83257,0.520092
1.14891,0.0949594,0.0945661,0.0953527,1.20376,1.26123,9.698,0.609002
1.26123,0.101163,0.100628,0.101698,1.32145,1.38454,9.56343,0.703961
1.38454,0.107782,0.107097,0.108467,1.45064,1.5199,9.42885,0.805124
1.5199,0.115044,0.114321,0.115767,1.59246,1.66849,9.29428,0.912906
1.66849,0.12345,0.122504,0.124396,1.74815,1.83161,9.15971,1.02795
1.83161,0.133113,0.131938,0.134288,1.91906,2.01068,9.02514,1.1514
2.01068,0.144146,0.142821,0.145471,2.10667,2.20725,8.89056,1.28451
2.20725,0.156567,0.15508,0.158054,2.31263,2.42304,8.75599,1.42866
2.42304,0.170529,0.168845,0.172213,2.53872,2.65993,8.62142,1.58523
2.65993,0.186169,0.184337,0.188001,2.78692,2.91998,8.48684,1.75576
2.91998,0.203494,0.201712,0.205276,3.05939,3.20545,8.35227,1.94192
3.20545,0.222434,0.22054,0.224328,3.35849,3.51883,8.2177,2.14542
3.51883,0.242738,0.241112,0.244364,3.68682,3.86284,8.08313,2.36785
3.86284,0.264301,0.262627,0.265975,4.04726,4.24049,7.94855,2.61059
4.24049,0.286958,0.285746,0.28817,4.44294,4.65506,7.81398,2.87489
4.65506,0.310587,0.309559,0.311615,4.87731,5.11017,7.6794,3.16185
5.11017,0.334891,0.333452,0.33633,5.35414,5.60976,7.54483,3.47244
5.60976,0.359625,0.357187,0.362063,5.87759,6.1582,7.41025,3.80733
6.1582,0.384744,0.382904,0.386584,6.45221,6.76025,7.27568,4.16695
6.76025,0.410393,0.410085,0.410701,7.08301,7.42117,7.14111,4.5517
7.42117,0.436863,0.436164,0.437562,7.77547,8.14669,7.00653,4.96209
8.14669,0.464176,0.463714,0.464638,8.53563,8.94315,6.87196,5.39895
8.94315,0.492371,0.488544,0.496198,9.37012,9.81748,6.73738,5.86313
9.81748,0.52132,0.517218,0.525422,10.2862,10.7773,6.6028,6.3555
10.7773,0.551174,0.546099,0.556249,11.2918,11.8309,6.46823,6.87682
11.8309,0.581502,0.576704,0.5863,12.3958,12.9876,6.33365,7.42799
12.9876,0.610731,0.604986,0.616476,13.6076,14.2573,6.19907,8.0095
14.2573,0.63568,0.628918,0.642442,14.938,15.6512,6.0645,8.62023
15.6512,0.652526,0.646714,0.658338,16.3984,17.1813,5.92992,9.25591
17.1813,0.659075,0.652166,0.665984,18.0016,18.861,5.79534,9.90843
18.861,0.655922,0.647331,0.664513,19.7615,20.705,5.66076,10.5675
20.705,0.646561,0.638743,0.654379,21.6935,22.7292,5.52618,11.2234
22.7292,0.634727,0.627499,0.641955,23.8143,24.9513,5.39161,11.87
24.9513,0.622175,0.614307,0.630043,26.1425,27.3906,5.25703,12.5047
27.3906,0.607515,0.601127,0.613903,28.6983,30.0685,5.12245,13.1269
30.0685,0.587292,0.580762,0.593822,31.504,33.0081,4.98787,13.7344
33.0081,0.558776,0.552952,0.5646,34.584,36.2352,4.85328,14.3217
36.2352,0.522107,0.516458,0.527756,37.9652,39.7777,4.7187,14.8805
39.7777,0.481459,0.477045,0.485873,41.6768,43.6665,4.58412,15.4026
43.6665,0.443462,0.43926,0.447664,45.7513,47.9356,4.44954,15.884
47.9356,0.414547,0.409215,0.419879,50.2242,52.622,4.31495,16.3275
52.622,0.398751,0.390707,0.406795,55.1343,57.7666,4.18036,16.7421
57.7666,0.396578,0.384511,0.408645,60.5245,63.4141,4.04578,17.1408
63.4141,0.406252,0.389419,0.423085,66.4417,69.6138,3.91119,17.5374
69.6138,0.425613,0.403755,0.447471,72.9374,76.4196,3.7766,17.9436
76.4196,0.454732,0.429285,0.480179,80.0681,83.8907,3.64201,18.3692
83.8907,0.49725,0.470256,0.524244,87.8959,92.0923,3.50742,18.824
92.0923,0.55907,0.53264,0.5855,96.4892,101.096,3.37282,19.3212
101.096,0.646047,0.621105,0.670989,105.922,110.979,3.23822,19.8803
110.979,0.761106,0.737443,0.784769,116.278,121.829,3.10363,20.5263
121.829,0.904804,0.879796,0.929812,127.646,133.74,2.96902,21.2875
133.74,1.07693,1.04747,1.10639,140.125,146.815,2.83441,22.1923
146.815,1.27871,1.24017,1.31725,153.824,161.168,2.69981,23.2692
161.168,1.50904,1.45796,1.56012,168.863,176.925,2.56519,24.5479
176.925,1.75908,1.69508,1.82308,185.372,194.222,2.43057,26.0569
194.222,2.00731,1.93412,2.0805,203.495,213.21,2.29595,27.816
213.21,2.22519,2.14992,2.30046,223.389,234.054,2.16132,29.8233
234.054,2.39253,2.31968,2.46538,245.228,256.936,2.02669,32.0485
256.936,2.51422,2.44576,2.58268,269.203,282.056,1.89204,34.441
282.056,2.62661,2.56323,2.68999,295.522,309.631,1.75737,36.9553
309.631,2.78423,2.73071,2.83775,324.414,339.902,1.6227,39.5819
339.902,3.03768,2.99525,3.08011,356.13,373.132,1.48801,42.3661
