a,Ra
0.13880526686774014,62.43395433891639
0.14114023212437388,60.87536721448508
0.14367332398378815,59.26499111223662
0.1460371955222012,57.832952473255844
0.1485991936633948,56.353091693166874
0.15111442045818108,54.96872440267379
0.15346042693196613,53.73487865570181
0.15600456000853172,52.45564634995723
0.15837947276409609,51.31350274602706
0.16070761417325313,50.23979412189395
0.16323388218519072,49.12326870615549
0.16559092987612709,48.1245828887731
0.168146104169844,47.086255928284494
0.17053205814255967,46.15604584851658
0.17287124076886803,45.2789913211292
0.17540854999795694,44.36468859303818
0.17777663890604462,43.54433762158271
0.18034285441691283,42.68940721145421
0.18286229858137373,41.88273856804427
0.1852125224248334,41.157955808684086
0.18776087287107363,40.400780412174754
0.19014000299631262,39.71953736938903
0.19247236177514432,39.07458539547669
0.19500284715675653,38.39928410819685
0.19736411221736752,37.791019213594716
0.19740529792570582,37.78059119571332
0.19744648363404416,37.770169302203655
0.19752885505072082,37.749343868848264
0.19769359788407415,37.70776628089999
0.19802308355078074,37.62490313705433
0.19868205488419396,37.46033637881611
0.19872324059253227,37.45010195234963
0.1987644263008706,37.43987349701027
0.19884679771754726,37.419434480875005
0.1990115405509006,37.378627895208126
0.1993410262176072,37.29729946163706
0.19938221192594552,37.287160010660074
0.19942339763428385,37.27702645601734
0.19950576905096049,37.256777017201934
0.19967051188431378,37.216348691968356
0.19971169759265212,37.20625628215507
0.19975288330099045,37.19616973172788
0.1998352547176671,37.17601419064578
0.19987644042600544,37.16594519080864
0.19991762613434377,37.15588203199468
0.1999588118426821,37.145824709623916
0.1999999975510204,37.13577321912142
0.20000001224489797,37.13576963407839
0.20018403074482483,37.09093051903464
0.20036804924475166,37.046207329006165
0.20073608624460537,36.95710710686229
0.2014721602443128,36.780280074466766
0.20294430824372767,36.43203137630208
0.2058886042425574,35.756472066139565
0.21177719624021685,34.48398161731305
0.22454501324943837,32.041861891949296
0.23646672865365378,30.090425340400138
0.24815458732583268,28.42967607393594
0.26083307901191427,26.862213474276786
0.2726654690929897,25.583116592170487
0.28548849218796785,24.365020082778805
0.29807765855090945,23.313124010313775
0.30982072330884497,22.44160748090036
0.3225544210806831,21.59938141919176
0.33444201724751516,20.896832536642023
0.3460957566823107,20.276536003499086
0.3587401291310089,19.670733629317166
0.37053839997470095,19.16109561025758
0.3833273038322957,18.662177280186096
0.3958823509578539,18.220385261031993
0.407591296478406,17.84652190509684
0.4202908750128607,17.47824803872258
0.4321443519423094,17.165931681151854
0.4449884618856607,16.85831179277657
0.4575987150969755,16.584418647313576
0.46936286670328414,16.351651814233612
0.4821176513234955,16.12182263867835
0.4940263343387007,15.92655537720128
0.5057011606218694,15.751690900002535
0.5183666199189407,15.5790098775515
0.5301859776110059,15.432561667501746
0.5429959683169738,15.288572381022567
0.5555721022909053,15.16095473703176
0.5673021346598305,15.053261531900613
0.5800228000426584,14.947926989728408
0.5918973638204802,14.859591117840454
0.6035380708662654,14.781713230532455
0.6161694109259533,14.706315904801158
0.6279546493806352,14.64395711224964
0.6407305208492197,14.584492654652696
0.6526602907127981,14.536124672582456
0.6643562038443399,14.495001756243298
0.6645544311278624,14.494356350158817
0.664752658411385,14.493712627639916
0.6651491129784302,14.492430226540456
0.6659420221125205,14.489885552931112
0.667527840380701,14.48487634470335
0.6706994769170622,14.475175512160131
0.6770427499897844,14.457020890313386
0.6772277569357288,14.456515950510807
0.6774127638816732,14.456012387058
0.6777827777735619,14.455009384169497
0.6785228055573392,14.453019839326615
0.680002861124894,14.449106313627398
0.6829629722600037,14.441539301278262
0.6888831945302228,14.427428028550047
0.6890836801170095,14.426973679041893
0.689284165703796,14.426520854787581
0.6896851368773691,14.425619776132777
0.6904870792245155,14.423835856997243
0.6920909639188082,14.420340643132546
0.6952987333073934,14.41363811306186
0.69549921889418,14.413231848626413
0.6956997044809666,14.41282706313831
0.6961006756545398,14.412021923345423
0.6969026180016861,14.41042932897881
0.6985065026959787,14.407314566624652
0.7017142720845639,14.40136425637261
0.7019111036599124,14.40101116724118
0.7021079352352609,14.400659460896222
0.7025015983859579,14.399960191435175
0.7032889246873519,14.398578189591662
0.70486357729014,14.395880048924331
0.7080128824957161,14.390744959367101
0.7082097140710646,14.390435490936868
0.7084065456464131,14.390127365032283
0.7088002087971101,14.389515135878014
0.7095875350985043,14.388306733800466
0.7111621877012924,14.385953880828438
0.7143114929068685,14.381501810596836
0.7144951041446388,14.38125259975263
0.714678715382409,14.381004523596127
0.7150459378579497,14.38051177151102
0.7157803828090308,14.379539841451006
0.717249272711193,14.377650064339191
0.7201870525155176,14.374085149793377
0.7203706637532878,14.373871778588924
0.7205542749910582,14.373659511922048
0.7209214974665987,14.37323828850558
0.7216559424176799,14.372409055541903
0.7231248323198423,14.370803239585674
0.7260626121241669,14.36780057794008
0.7262617020027794,14.367607102192066
0.7264607918813919,14.367414890835336
0.7268589716386169,14.36703425676107
0.727655331153067,14.366288111499491
0.7292480501819671,14.364856060379354
0.7294471400605796,14.364682679586668
0.7296462299391921,14.36451054520956
0.7300444096964172,14.364170011254783
0.7308407692108673,14.36350385151299
0.7324334882397674,14.362230917595788
0.7326325781183799,14.362077346843629
0.7328316679969924,14.361925004889379
0.7332298477542174,14.361624003019003
0.7340262072686675,14.361036697015141
0.7356189262975676,14.359920633777296
0.738804364355368,14.357920783053988
0.7389902338964023,14.357813585224504
0.7391761034374367,14.357707428678156
0.7395478425195052,14.357498236028375
0.7402913206836423,14.357092308714268
0.7417782770119168,14.356330096565031
0.7419641465529511,14.356239457606968
0.7421500160939853,14.356149846422518
0.7425217551760539,14.35597370402982
0.7432652333401911,14.355633715802123
0.7447521896684655,14.355002739595728
0.7449380592094997,14.354928445222798
0.745123928750534,14.35485516536144
0.7454956678326027,14.354711645892158
0.7462391459967399,14.35443674504444
0.7464250155377742,14.354370543837334
0.7466108850788085,14.354305350602168
0.746982624160877,14.354177984796232
0.7477261023250142,14.35393531313243
0.7479119718660485,14.353877152984825
0.7480978414070829,14.35381999433004
0.7484695804891515,14.353708678275364
0.7492130586532886,14.353498028685163
0.7493989281943229,14.353447857968261
0.7495847977353571,14.353398682323887
0.7499565368174258,14.3533033130582
0.750700014981563,14.353124480325869
0.7508822305111593,14.353083068600588
0.7510644460407555,14.353042607109
0.751428877099948,14.352964531844782
0.7521577392183328,14.352819751375753
0.752339954747929,14.352785920693066
0.7525221702775253,14.352753034303982
0.7528866013367177,14.35269009145208
0.7536154634551027,14.352575504820505
0.753797678984699,14.352549207846879
0.7539798945142951,14.352523849279684
0.7543443255734876,14.352475944437131
0.7545265411030838,14.352453396699635
0.75470875663268,14.352431784444763
0.7550731876918725,14.352391363468367
0.7552554032214687,14.352372553291163
0.755437618751065,14.352354675685778
0.7556198342806612,14.352337729926639
0.7558020498102573,14.352321715288772
0.7559842653398536,14.352306631048679
0.7561664808694498,14.352292476481823
0.7565309119286423,14.352266953481847
0.7567131274582386,14.352255583605686
0.7568953429878348,14.352245140518804
0.757077558517431,14.352235623501388
0.7572597740470273,14.352227031835485
0.7574419895766235,14.352219364802977
0.7576242051062196,14.352212621687762
0.7578064206358159,14.352206801772958
0.7579886361654121,14.35220190434355
0.7581708516950083,14.352197928685603
0.7583530672246046,14.352194874084626
0.7585352827542008,14.352192739828425
0.758717498283797,14.352191525204548
0.7588997138133933,14.352191229501681
0.7590819293429895,14.352191852009442
0.7592641448725856,14.352193392018357
0.7594463604021819,14.352195848818866
0.7596285759317781,14.352199221703598
0.7598107914613743,14.352203509964296
0.7599930069909706,14.352208712894921
0.7601752225205668,14.352214829789581
0.760357438050163,14.352221859943468
0.7605396535797593,14.352229802652172
0.7607218691093555,14.35223865721226
0.7609040846389516,14.352248422920656
0.761086300168548,14.352259099075928
0.7612685156981441,14.352270684976771
0.7614507312277403,14.352283179922788
0.7616329467573366,14.352296583214567
0.7618151622869328,14.352310894153248
0.761997377816529,14.352326112040684
0.7623618088757215,14.352359265873606
0.7625595030461598,14.35237876558625
0.7627571972165983,14.352399329529963
0.7631525855574752,14.352443646566732
0.7633502797279137,14.352467397889887
0.7635479738983522,14.352492209905199
0.7639433622392291,14.352545012482933
0.7641410564096676,14.352573001284302
0.764338750580106,14.352602047255141
0.764734138920983,14.352663307194184
0.7655249156027368,14.35279847454207
0.7657226097731753,14.352834896173052
0.7659203039436138,14.352872367978973
0.7663156922844907,14.352950458636416
0.7671064689662445,14.353119203851383
0.7673041631366828,14.353164002587063
0.7675018573071213,14.353209844569214
0.7678972456479982,14.353304654826783
0.7686880223297521,14.353506756464515
0.7688857165001906,14.353559877107793
0.769083410670629,14.353614034134786
0.769478799011506,14.353725453927868
0.7702695756932597,14.35396069263955
0.7718511290567673,14.354480576792783
0.7720488232272058,14.354550177745251
0.7722465173976443,14.35462080154932
0.7726419057385212,14.354765114365494
0.773432682420275,14.355065977447202
0.7750142357837826,14.355716467186136
0.7751987096166428,14.355796560207677
0.7753831834495031,14.355877532339806
0.7757521311152236,14.356042111265188
0.7764900264466645,14.356381789115556
0.7779658171095464,14.357103076242279
0.7781502909424065,14.35719715532367
0.7783347647752668,14.35729210292116
0.7787037124409872,14.357484601039271
0.7794416077724282,14.35787999064622
0.7809173984353102,14.358712197351633
0.7811018722681704,14.358820094360022
0.7812863461010306,14.358928849472894
0.7816552937667511,14.359148931434701
0.782393189098192,14.359599364294999
0.7838689797610738,14.360541162295357
0.7868205610868376,14.362587348964878
0.7870264896285293,14.362738148858368
0.7872324181702208,14.362889992692537
0.7876442752536041,14.363196808720415
0.7884679894203708,14.363822930031072
0.7901154177539038,14.365124937078955
0.7934102744209699,14.367926481960096
0.7936162029626616,14.368110263534883
0.7938221315043532,14.368295061848311
0.7942339885877364,14.368667705356962
0.7950577027545029,14.369425156632058
0.796705131088036,14.370988530868956
0.7969110596297276,14.37118848080667
0.7971169881714193,14.371389434267153
0.7975288452548025,14.371794348487363
0.798352559421569,14.372616183294019
0.7985584879632607,14.372824138576435
0.7987644165049523,14.373033090868118
0.7991762735883355,14.373453983240454
0.7993822021300272,14.373665921704399
0.7995881306717187,14.373878853943612
0.7997940592134104,14.374092779152349
0.7999999877551021,14.374307696525912
0.800000024489796,14.37430773495231
0.8003680614896498,14.374694305788418
0.8007360984895034,14.37508403855579
0.8014721724892109,14.375872971600582
0.8029443204886257,14.377488580291912
0.8058886164874555,14.380869756607439
0.8117772084851149,14.388223979722449
0.8121452454849687,14.388709511179087
0.8125132824848224,14.389198062902588
0.8132493564845298,14.390184210059694
0.8147215044839446,14.39219256004897
0.8176658004827744,14.396352536863775
0.8235543924804338,14.405238147471232
0.8239533867619719,14.405867176950549
0.8243523810435102,14.40649960002315
0.8251503696065865,14.407774606571156
0.8267463467327392,14.410365119262213
0.8299383009850446,14.415707016321637
0.8363222094896554,14.42702543164823
0.849090026498877,14.452132115215761
0.8494625801052587,14.452912989539021
0.8498351337116404,14.453696557265987
0.8505802409244039,14.455271758509841
0.8520704553499309,14.458454323606798
0.8550508842009847,14.464947305862474
0.8610117419030925,14.478438386701209
0.8729334573073079,14.507392153973006
0.8963091746516656,14.57144149576084
0.9216661580238288,14.651105956991477
0.9453309381859797,14.734299085097485
0.9709769843759358,14.833384753336736
0.9961553171018189,14.939057490063856
1.01964144661769,15.044617466661558
1.0451088421613663,15.166213401968673
1.0688840344950303,15.286019094228847
1.0921915133646214,15.409020075923086
1.1174802582620178,15.548349201310275
1.141076799949402,15.683574281445692
1.1666546076645916,15.835545982743586
1.191764701915708,15.989922667740084
1.2151825929568123,16.13830301188407
1.240581750025722,16.3038264836338
1.2642887038846191,16.462446564641684
1.2899769237713217,16.63862872063497
1.3151974301939513,16.8157844786988
1.3387257334065685,16.984645479696983
1.364235302646991,17.17149961968398
1.3880526686774015,17.349380831357937
1.411402321243739,17.526871579766087
1.4367332398378816,17.722787832398325
1.460371955222012,17.90868042510757
1.4859919366339478,18.113395578540622
1.5111442045818106,18.317561785233238
1.534604269319661,18.510762738969294
1.560045600085317,18.723225098426497
1.5837947276409605,18.92425457395632
1.607076141732531,19.123796271604302
1.6323388218519068,19.343026184460783
1.6559092987612705,19.55005853222671
1.6814610416984395,19.777149597728528
1.7053205814255963,19.991647444397103
1.72871240768868,20.204191228364262
1.754085499979569,20.437211927362195
1.7777663890604458,20.65697553581035
1.803428544169128,20.89757316401407
1.828622985813737,21.136222416482138
1.852125224248334,21.360985620027005
1.8776087287107361,21.606999677830974
1.9014000299631262,21.838810297072033
1.924723617751443,22.06803646982144
1.9500284715675653,22.318915664812366
1.9736411221736754,22.555040172520737
1.9740529792570587,22.559175891557885
1.974464836340442,22.563312197434218
1.9752885505072084,22.571586569180692
1.9769359788407415,22.5881423494956
1.9802308355078075,22.621282031608747
1.9868205488419397,22.687673676728988
1.987232405925323,22.691828117276078
1.9876442630087063,22.695983140988282
1.9884679771754727,22.704294937470667
1.9901154055090058,22.72092552352959
1.9934102621760719,22.754214642945072
1.9938221192594552,22.758378400760336
1.9942339763428385,22.762542739962957
1.995057690509605,22.77087316204525
1.996705118843138,22.787540977905557
1.9971169759265213,22.79170938366156
1.9975288330099046,22.79587836991331
1.998352547176671,22.80421808347071
1.9987644042600543,22.808388810539807
1.9991762613434374,22.812560117663374
1.9995881184268207,22.816732004753764
1.999999975510204,22.820904471670122
2.0000000408163263,22.820905133318686
2.0006134358160823,22.827120427626195
2.0012268308158387,22.833337007491373
2.002453620815351,22.84577402240121
2.004907200814376,22.870663462875616
2.0098143608124253,22.92050390612661
2.019628680808524,23.020430404905074
2.0392573208007225,23.221260852126363
2.0818167108314607,23.66113749753985
2.1215557621788452,24.077262271470886
2.1605152910861083,24.490205570653092
2.2027769300397133,24.943643626527276
2.2422182303099647,25.37190878302666
2.2849616406265585,25.841500924358822
2.3269255285030304,26.307996414820476
2.3660690776961486,26.747965047893995
2.408514736935609,27.230254600499926
2.4481400574917154,27.68533631342618
2.4869858556077,28.135956727284942
2.529133763770027,28.629866163255763
2.5684613332490005,29.095363119905983
2.611091012774316,29.604959303911333
2.65294116985951,30.11027060846937
2.69197098826135,30.5859887179175
2.7343029167095323,31.106786739693987
2.773814506474361,31.597393372724778
2.816628206285532,32.1338813166998
2.858662383656581,32.66550835125054
2.8978762223442764,33.165822955926224
2.940392171078314,33.71299407879294
2.9800877811289976,34.22828339638106
3.0190038687395595,34.73757210396903
3.0612220663964638,35.29466419776331
3.1006199253700144,35.818828787708036
3.143319894389907,36.39158015193151
3.185240340969678,36.958564849437856
3.2243404488660956,37.491574313965856
3.266742666808855,38.07412962152178
3.306324546068261,38.622176413186175
3.3451269028875448,39.163389413011004
3.387231369753171,39.75507950568327
3.4265154979354437,40.31126999675731
3.4691017361640584,40.91870594287257
3.5088676357093194,41.49012128273714
3.547854012814459,42.054268529235024
3.5901424999659404,42.67058898574974
3.629610648434068,43.24991587812682
3.6723809069485385,43.88218071948323
3.714371643022887,44.50743165843563
3.7535420404138815,45.09470495888408
3.796014547851218,45.73585766598794
3.835666716605201,46.33853113113673
3.8745393629190623,46.93318719981324
3.916714119279266,47.582637556428416
3.9560685369561157,48.19266654309933
3.956754965428421,48.2033411005641
3.9574413939007265,48.21401682893393
3.9588142508453377,48.23537181405744
3.96155996473456,48.278095887832755
3.967051392513005,48.3636004139472
3.9780342480698945,48.534834934736445
3.9787206765422,48.54554707977297
3.9794071050145057,48.55626038119799
3.980779961959117,48.57769052482536
3.9835256758483393,48.62056488924736
3.989017103626784,48.70636994436672
3.9897035320990897,48.717100852898376
3.9903899605713953,48.72783294230009
3.9917628175160065,48.749300633519574
3.994508531405229,48.79225008513435
3.9951949598775345,48.80299036917724
3.99588138834984,48.81373184706486
3.9972542452944513,48.835218296826454
3.997940673766757,48.84596328012956
3.9986271022390625,48.85670944446719
3.999313530711368,48.867456771772595
3.9999999591836737,48.87820527773865
4.000000030612245,48.87820639733123
4.000460076862062,48.885410725103235
4.00092012311188,48.89261558686085
4.001840215611514,48.90702688777326
4.003680400610783,48.935855807578726
4.00736077060932,48.99353891250434
4.014721510606394,49.10900621819331
4.0294429906005425,49.34034493765437
4.061362533123596,49.84378953036262
4.091166821634134,50.316153954878914
4.120386468314582,50.78138910344247
4.152082697529785,51.288445132038206
4.181663672732474,51.76390218680334
4.213721230469919,52.281603593965926
4.245194146377273,52.79232729876306
4.274551808272111,53.27092359812411
4.306386052701707,53.792288011020005
4.336105043118787,54.28125543043105
4.365239391705775,54.762706074055295
4.396850322827521,55.28743432877527
4.426345999936751,55.779255024658205
4.458318259580738,56.3147723447849
4.489705877394633,56.84292441451459
4.518978241196013,57.33764833409394
4.55072718753215,57.876587530276296
4.580360879855771,58.38183311703903
4.612471154714149,58.93171297852957
4.643996787742436,59.47401641019649
4.673407166758207,59.982106696272155
4.7052941283087355,60.53535007474351
4.735065835846749,61.05411539305036
4.76425290155467,61.56477426344725
4.795916549797348,62.121091117623976
4.8254649440275115,62.64242708102005
4.857489920792431,63.20983641043422
4.888930255727259,63.769291009027555
4.9182553366495725,64.29325141314354
4.950057000106642,64.86379956222403
4.9797434095511965,65.39859173409222
5.00884517716566,65.92490572995418
5.040423527314879,66.49830821353889
5.069886623451584,67.0354575915581
5.101826302123045,67.62010721587119
5.131650726781991,68.16824177335799
5.160890509610845,68.70769695934362
5.192606874974456,69.29515338984523
5.222207986325552,69.84559777471634
5.254285680211405,70.4444561154946
5.285778732267166,71.03478634130401
5.315156530310412,71.58759738086353
5.3470109108884145,72.18933280578904
5.376750037453902,72.75328962387442
5.405904522189298,73.30820129602357
5.437535589459451,73.91253482429103
5.467051402717088,74.47859800187022
5.467566224071317,74.48848928536628
5.468081045425546,74.49838154375168
5.469110688134005,74.51816833731145
5.471169973550921,74.55774933010842
5.475288544384755,74.63694124398606
5.483525686052421,74.79544483220991
5.48404050740665,74.8053569105524
5.48455532876088,74.81526912978673
5.485584971469338,74.83509644587429
5.487644256886254,74.87475749529018
5.491762827720088,74.95411037089708
5.492277649074317,74.96403254985516
5.492792470428546,74.9739548775682
5.493822113137004,74.99380183461236
5.495881398553921,75.03350362047699
5.49639621990815,75.04343018214635
5.496911041262379,75.0533581522259
5.497940683970838,75.07321482224727
5.498455505325067,75.0831449142896
5.498970326679297,75.09307431158682
5.499485148033526,75.1030049441724
5.499999969387755,75.11293651897934
5.500000010204082,75.11293695245791
5.500153358954021,75.11589558923512
5.50030670770396,75.11885403264334
5.500613405203838,75.12477084219867
5.501226800203595,75.13660583400264
5.502453590203107,75.16027763312927
5.504907170202132,75.20763221738463
5.509814330200181,75.30238380514663
5.520454177707866,75.50802494512358
5.530388940544713,75.70027928528881
5.540128822771528,75.88898926494689
5.5506942325099295,76.09394914860793
5.560554557577492,76.2854689636399
5.571240410156641,76.49328341888618
5.581731382125758,76.69757056592535
5.591517269424037,76.8883627246474
5.602128684233903,77.09550620129177
5.612035014372929,77.28912682716573
5.621746463901926,77.47916302861326
5.6322834409425075,77.68560492576556
5.642115333312251,77.87847145907615
5.65277275319358,78.08778844513576
5.663235292464878,78.2935396733777
5.672992747065338,78.48565789700882
5.683575729177384,78.69428418771379
5.693453626618591,78.88924992713521
5.704157051571383,79.1007710206576
5.714665595914146,79.30870264583186
5.724469055586069,79.5029165681031
5.735098042769579,79.71374384390668
5.74502194528225,79.91082446352675
5.754750967184891,80.10426197681367
5.765305516599117,80.31436469843686
5.775154981342505,80.51066856867806
5.785829973597478,80.72368452413566
5.79631008524242,80.9330710250116
5.8060851122165245,81.12860474180569
5.816685666702214,81.34090812010726
5.826581136517065,81.53932708084572
5.836281725721887,81.73406322184952
5.846807842438293,81.94562182206693
5.856628874483862,82.14324572894903
5.867275434041016,82.3577362660496
5.877216908927331,82.55826327837373
5.886963503203616,82.75508559677732
5.8975356249914865,82.9688310414353
5.9074026621085185,83.16855876222967
5.918095226737136,83.38525239359281
5.9285929107557225,83.59826251429986
5.938385510103471,83.79719672932428
5.949003636962805,84.01315679753962
5.958916679151301,84.21084670846366
5.9686348407297665,84.41312952891299
5.9791785298198175,84.62832459906735
5.98901713423903,84.82936184704103
5.989188741357106,84.8328701509412
5.9893603484751825,84.83637389238996
5.989703562711336,84.84339712811463
5.9903899911836405,84.85743463072151
5.991762848128252,84.88551005332423
5.994508562017474,84.94167217835187
5.994680169135551,84.94518171951346
5.994851776253627,84.9486937627357
5.99519499048978,84.95571523652895
5.995881418962085,84.96975952974338
5.9972542759066965,84.99785409400339
5.997425883024773,85.0013648346151
5.99759749014285,85.00487841185071
5.997940704379002,85.01190092019684
5.998627132851308,85.02594913276245
5.998798739969384,85.02946402434964
5.99897034708746,85.03297349853716
5.999313561323612,85.04000099980892
5.999485168441689,85.04351218191164
5.999656775559766,85.04702597509107
5.999828382677842,85.05053938208889
5.999999989795918,85.05405309906557
6.000000004081633,85.05405194304076
6.000061343581608,85.05530839923583
6.0001226830815835,85.0565650266935
6.000245362081535,85.0590758887863
6.000490720081437,85.06409881146797
6.000981436081243,85.07414420995624
6.001962868080852,85.09416773819352
6.003925732080073,85.134433766425
6.008181671083147,85.22161705000221
