Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.532047,0.45109,0.613004,3.68682,3.86284,8.08313,4.87729
3.86284,0.592037,0.50052,0.683554,4.04726,4.24049,7.94855,5.40934
4.24049,0.655103,0.553231,0.756975,4.44294,4.65506,7.81398,6.00137
4.65506,0.720517,0.608561,0.832473,4.87731,5.11017,7.6794,6.65648
5.11017,0.787101,0.666016,0.908186,5.35414,5.60976,7.54483,7.37699
5.60976,0.853891,0.725008,0.982774,5.87759,6.1582,7.41025,8.16409
6.1582,0.920374,0.785329,1.05542,6.45221,6.76025,7.27568,9.01799
6.76025,0.986462,0.846818,1.12611,7.08301,7.42117,7.14111,9.93836
7.42117,1.05256,0.910354,1.19477,7.77547,8.14669,7.00653,10.9248
8.14669,1.11836,0.975947,1.26077,8.53563,8.94315,6.87196,11.9774
8.94315,1.18391,1.04428,1.32354,9.37012,9.81748,6.73738,13.0957
9.81748,1.24887,1.11537,1.38237,10.2862,10.7773,6.6028,14.2797
10.7773,1.31448,1.19044,1.43852,11.2918,11.8309,6.46823,15.5285
11.8309,1.38107,1.26929,1.49285,12.3958,12.9876,6.33365,16.843
12.9876,1.44777,1.35231,1.54323,13.6076,14.2573,6.19907,18.2241
14.2573,1.51108,1.43621,1.58595,14.938,15.6512,6.0645,19.6718
15.6512,1.56695,1.5157,1.6182,16.3984,17.1813,5.92992,21.1829
17.1813,1.61501,1.57899,1.65103,18.0016,18.861,5.79534,22.7499
18.861,1.65888,1.6129,1.70486,19.7615,20.705,5.66076,24.3649
20.705,1.7063,1.63563,1.77697,21.6935,22.7292,5.52618,26.0238
22.7292,1.76231,1.66474,1.85988,23.8143,24.9513,5.39161,27.7301
24.9513,1.82641,1.70088,1.95194,26.1425,27.3906,5.25703,29.4924
27.3906,1.8913,1.73644,2.04616,28.6983,30.0685,5.12245,31.3188
30.0685,1.94674,1.76175,2.13173,31.504,33.0081,4.98787,33.2101
33.0081,1.9868,1.7762,2.1974,34.584,36.2352,4.85328,35.1568
36.2352,2.0135,1.78992,2.23708,37.9652,39.7777,4.7187,37.1436
39.7777,2.03789,1.82122,2.25456,41.6768,43.6665,4.58412,39.1571
43.6665,2.07419,1.88653,2.26185,45.7513,47.9356,4.44954,41.195
47.9356,2.13264,1.99135,2.27393,50.2242,52.622,4.31495,43.2692
52.622,2.21448,2.12401,2.30495,55.1343,57.7666,4.18036,45.4018
57.7666,2.31082,2.26008,2.36156,60.5245,63.4141,4.04578,47.6163
63.4141,2.4082,2.36902,2.44738,66.4417,69.6138,3.91119,49.9271
69.6138,2.49624,2.45862,2.53386,72.9374,76.4196,3.7766,52.3353
76.4196,2.57457,2.54234,2.6068,80.0681,83.8907,3.64201,54.8316
83.8907,2.6527,2.618,2.6874,87.8959,92.0923,3.50742,57.4062
92.0923,2.7423,2.70439,2.78021,96.4892,101.096,3.37282,60.0589
101.096,2.84758,2.80966,2.8855,105.922,110.979,3.23822,62.8012
110.979,2.95978,2.92663,2.99293,116.278,121.829,3.10363,65.6487
121.829,3.06157,3.02906,3.09408,127.646,133.74,2.96902,68.6085
133.74,3.13326,3.09837,3.16815,140.125,146.815,2.83441,71.6701
146.815,3.1576,3.12438,3.19082,153.824,161.168,2.69981,74.8033
161.168,3.11274,3.08784,3.13764,168.863,176.925,2.56519,77.9609
176.925,2.96751,2.95259,2.98243,185.372,194.222,2.43057,81.0737
194.222,2.68458,2.67597,2.69319,203.495,213.21,2.29595,84.0412
213.21,2.24282,2.23046,2.25518,223.389,234.054,2.16132,86.7258
234.054,1.6682,1.63486,1.70154,245.228,256.936,2.02669,88.9686
256.936,1.05224,1.00158,1.1029,269.203,282.056,1.89204,90.6368
282.056,0.554543,0.501949,0.607137,295.522,309.631,1.75737,91.689
309.631,0.286595,0.246125,0.327065,324.414,339.902,1.6227,92.2436
339.902,0.227322,0.200225,0.254419,356.13,373.132,1.48801,92.5302
373.132,0.332918,0.314274,0.351562,390.946,409.611,1.35329,92.7575
409.611,0.562363,0.537811,0.586915,429.167,449.657,1.21853,93.0904
449.657,0.802697,0.766256,0.839138,471.125,493.617,1.08373,93.6528
493.617,0.905386,0.861231,0.949541,517.184,541.876,0.948868,94.4555
541.876,0.83321,0.775361,0.891059,567.746,594.852,0.813905,95.3609
594.852,0.653473,0.568764,0.738182,623.252,653.008,0.678786,96.1941
653.008,0.476625,0.360298,0.592952,684.184,716.849,0.543393,96.8475
716.849,0.373568,0.227703,0.519433,751.073,786.932,0.407456,97.3242
786.932,0.361882,0.195386,0.528378,824.502,863.866,0.270152,97.6977
863.866,0.409349,0.23425,0.584448,905.109,948.322,0.127128,98.0596
948.322,0.467787,0.296808,0.638766,993.595,1041.03,0.0666397,98.469
1041.03,0.476272,0.299534,0.65301,1090.73,1142.81,-0.125299,98.9368
1142.81,0.356483,0.197286,0.51568,1197.37,1254.54,-0.259872,99.413
1254.54,0.183085,0.0829886,0.283181,1314.44,1377.19,-0.394443,99.7695
1377.19,0.0429004,0.016172,0.0696288,1442.94,1511.83,-0.529012,99.9526
1511.83,0.00451081,0.00131514,0.00770648,1584.01,1659.63,-0.663579,99.9955
1659.63,0,0,0,1738.86,1821.88,-0.798145,100
1821.88,0,0,0,1908.86,2000,-0.932714,100
