Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.86284,0.381579,0.357615,0.405543,4.04726,4.24049,7.94855,5.0614
4.24049,0.395071,0.371235,0.418907,4.44294,4.65506,7.81398,5.44298
4.65506,0.405813,0.38242,0.429206,4.87731,5.11017,7.6794,5.83805
5.11017,0.413081,0.390072,0.43609,5.35414,5.60976,7.54483,6.24386
5.60976,0.416749,0.394418,0.43908,5.87759,6.1582,7.41025,6.65694
6.1582,0.417417,0.39528,0.439554,6.45221,6.76025,7.27568,7.07369
6.76025,0.416207,0.394206,0.438208,7.08301,7.42117,7.14111,7.49111
7.42117,0.414457,0.392233,0.436681,7.77547,8.14669,7.00653,7.90731
8.14669,0.413294,0.390321,0.436267,8.53563,8.94315,6.87196,8.32177
8.94315,0.414597,0.390481,0.438713,9.37012,9.81748,6.73738,8.73507
9.81748,0.420724,0.395165,0.446283,10.2862,10.7773,6.6028,9.14966
10.7773,0.435045,0.408019,0.462071,11.2918,11.8309,6.46823,9.57039
11.8309,0.459348,0.430366,0.48833,12.3958,12.9876,6.33365,10.0054
12.9876,0.492896,0.462283,0.523509,13.6076,14.2573,6.19907,10.4648
14.2573,0.531033,0.498541,0.563525,14.938,15.6512,6.0645,10.9577
15.6512,0.567093,0.532991,0.601195,16.3984,17.1813,5.92992,11.4887
17.1813,0.596433,0.561167,0.631699,18.0016,18.861,5.79534,12.0558
18.861,0.618548,0.582277,0.654819,19.7615,20.705,5.66076,12.6522
20.705,0.638502,0.601343,0.675661,21.6935,22.7292,5.52618,13.2708
22.7292,0.662538,0.623923,0.701153,23.8143,24.9513,5.39161,13.9093
24.9513,0.695207,0.654141,0.736273,26.1425,27.3906,5.25703,14.5718
27.3906,0.73667,0.691684,0.781656,28.6983,30.0685,5.12245,15.267
30.0685,0.782767,0.733186,0.832348,31.504,33.0081,4.98787,16.0037
33.0081,0.828163,0.773451,0.882875,34.584,36.2352,4.85328,16.7865
36.2352,0.86837,0.808358,0.928382,37.9652,39.7777,4.7187,17.6146
39.7777,0.902129,0.837561,0.966697,41.6768,43.6665,4.58412,18.483
43.6665,0.93068,0.862797,0.998563,45.7513,47.9356,4.44954,19.3851
47.9356,0.956404,0.886292,1.02652,50.2242,52.622,4.31495,20.3158
52.622,0.982163,0.909287,1.05504,55.1343,57.7666,4.18036,21.2722
57.7666,1.01075,0.934021,1.08748,60.5245,63.4141,4.04578,22.2544
63.4141,1.04583,0.965844,1.12582,66.4417,69.6138,3.91119,23.2651
69.6138,1.09184,1.00882,1.17486,72.9374,76.4196,3.7766,24.311
76.4196,1.15291,1.06449,1.24133,80.0681,83.8907,3.64201,25.4028
83.8907,1.23045,1.13162,1.32928,87.8959,92.0923,3.50742,26.5557
92.0923,1.31976,1.20443,1.43509,96.4892,101.096,3.37282,27.7862
101.096,1.40937,1.2758,1.54294,105.922,110.979,3.23822,29.1059
110.979,1.48467,1.33746,1.63188,116.278,121.829,3.10363,30.5153
121.829,1.53753,1.38696,1.6881,127.646,133.74,2.96902,32
133.74,1.5741,1.43427,1.71393,140.125,146.815,2.83441,33.5375
146.815,1.61447,1.49965,1.72929,153.824,161.168,2.69981,35.1116
161.168,1.67992,1.5993,1.76054,168.863,176.925,2.56519,36.7261
176.925,1.7786,1.73116,1.82604,185.372,194.222,2.43057,38.406
194.222,1.89585,1.86131,1.93039,203.495,213.21,2.29595,40.1846
213.21,2.00132,1.94141,2.06123,223.389,234.054,2.16132,42.0804
234.054,2.06883,1.94498,2.19268,245.228,256.936,2.02669,44.0817
256.936,2.09986,1.87508,2.32464,269.203,282.056,1.89204,46.1506
282.056,2.13247,1.80046,2.46448,295.522,309.631,1.75737,48.2504
309.631,2.2239,1.82427,2.62353,324.414,339.902,1.6227,50.3829
339.902,2.42766,2.03792,2.8174,356.13,373.132,1.48801,52.6068
373.132,2.76914,2.47151,3.06677,390.946,409.611,1.35329,55.0345
409.611,3.23042,3.01676,3.44408,429.167,449.657,1.21853,57.8036
449.657,3.7505,3.46891,4.03209,471.125,493.617,1.08373,61.034
493.617,4.23821,3.89649,4.57993,517.184,541.876,0.948868,64.7845
541.876,4.6061,4.33106,4.88114,567.746,594.852,0.813905,69.0227
594.852,4.7932,4.50647,5.07993,623.252,653.008,0.678786,73.6288
653.008,4.75815,4.24095,5.27535,684.184,716.849,0.543393,78.422
716.849,4.48177,3.8192,5.14434,751.073,786.932,0.407456,83.1802
786.932,3.96812,3.29662,4.63962,824.502,863.866,0.270152,87.6619
863.866,3.23967,2.29866,4.18068,905.109,948.322,0.127128,91.6301
948.322,2.37422,0.873293,3.87515,993.595,1041.03,0.0666397,94.8697
1041.03,1.54495,0,3.25337,1090.73,1142.81,-0.125299,97.2439
1142.81,0.818119,0,2.065,1197.37,1254.54,-0.259872,98.7889
1254.54,0.322663,0,0.88738,1314.44,1377.19,-0.394443,99.607
1377.19,0.0647174,0,0.18517,1442.94,1511.83,-0.529012,99.9297
1511.83,0.00559941,0,0.0169052,1584.01,1659.63,-0.663579,99.9944
1659.63,0,0,0,1738.86,1821.88,-0.798145,100
1821.88,0,0,0,1908.86,2000,-0.932714,100
