Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.497057,0.456095,0.538019,3.68682,3.86284,8.08313,4.34981
3.86284,0.531988,0.487923,0.576053,4.04726,4.24049,7.94855,4.84687
4.24049,0.566133,0.518823,0.613443,4.44294,4.65506,7.81398,5.37886
4.65506,0.599389,0.548893,0.649885,4.87731,5.11017,7.6794,5.94499
5.11017,0.631467,0.577438,0.685496,5.35414,5.60976,7.54483,6.54438
5.60976,0.6623,0.604922,0.719678,5.87759,6.1582,7.41025,7.17584
6.1582,0.692304,0.631176,0.753432,6.45221,6.76025,7.27568,7.83815
6.76025,0.722357,0.657354,0.78736,7.08301,7.42117,7.14111,8.53045
7.42117,0.7537,0.684578,0.822822,7.77547,8.14669,7.00653,9.25281
8.14669,0.787128,0.713443,0.860813,8.53563,8.94315,6.87196,10.0065
8.94315,0.823768,0.745082,0.902454,9.37012,9.81748,6.73738,10.7936
9.81748,0.864703,0.780865,0.948541,10.2862,10.7773,6.6028,11.6174
10.7773,0.911925,0.822509,1.00134,11.2918,11.8309,6.46823,12.4821
11.8309,0.966076,0.870918,1.06123,12.3958,12.9876,6.33365,13.394
12.9876,1.02537,0.924084,1.12666,13.6076,14.2573,6.19907,14.3601
14.2573,1.08438,0.977156,1.1916,14.938,15.6512,6.0645,15.3855
15.6512,1.13614,1.0232,1.24908,16.3984,17.1813,5.92992,16.4699
17.1813,1.17656,1.05897,1.29415,18.0016,18.861,5.79534,17.606
18.861,1.20635,1.0854,1.3273,19.7615,20.705,5.66076,18.7826
20.705,1.23158,1.10836,1.3548,21.6935,22.7292,5.52618,19.9889
22.7292,1.25831,1.13391,1.38271,23.8143,24.9513,5.39161,21.2205
24.9513,1.28904,1.16464,1.41344,26.1425,27.3906,5.25703,22.4788
27.3906,1.3206,1.19758,1.44362,28.6983,30.0685,5.12245,23.7678
30.0685,1.34604,1.22613,1.46595,31.504,33.0081,4.98787,25.0884
33.0081,1.35975,1.24532,1.47418,34.584,36.2352,4.85328,26.4345
36.2352,1.36062,1.25444,1.4668,37.9652,39.7777,4.7187,27.7942
39.7777,1.35381,1.25823,1.44939,41.6768,43.6665,4.58412,29.1549
43.6665,1.34804,1.26479,1.43129,45.7513,47.9356,4.44954,30.5087
47.9356,1.35171,1.28204,1.42138,50.2242,52.622,4.31495,31.8567
52.622,1.37009,1.31477,1.42541,55.1343,57.7666,4.18036,33.2084
57.7666,1.40367,1.36289,1.44445,60.5245,63.4141,4.04578,34.5785
63.4141,1.44963,1.42356,1.4757,66.4417,69.6138,3.91119,35.9822
69.6138,1.50359,1.49002,1.51716,72.9374,76.4196,3.7766,37.4318
76.4196,1.56141,1.55557,1.56725,80.0681,83.8907,3.64201,38.9354
83.8907,1.61917,1.60795,1.63039,87.8959,92.0923,3.50742,40.4968
92.0923,1.67136,1.65149,1.69123,96.4892,101.096,3.37282,42.116
101.096,1.71106,1.68497,1.73715,105.922,110.979,3.23822,43.7873
110.979,1.73347,1.70363,1.76331,116.278,121.829,3.10363,45.4984
121.829,1.74292,1.70934,1.7765,127.646,133.74,2.96902,47.2319
133.74,1.75458,1.71492,1.79424,140.125,146.815,2.83441,48.9748
146.815,1.78862,1.73496,1.84228,153.824,161.168,2.69981,50.7294
161.168,1.85588,1.77757,1.93419,168.863,176.925,2.56519,52.518
176.925,1.94866,1.83791,2.05941,185.372,194.222,2.43057,54.3739
194.222,2.04133,1.9008,2.18186,203.495,213.21,2.29595,56.3225
213.21,2.10833,1.95346,2.2632,223.389,234.054,2.16132,58.3639
234.054,2.14787,2.00702,2.28872,245.228,256.936,2.02669,60.4722
256.936,2.19251,2.09601,2.28901,269.203,282.056,1.89204,62.6201
282.056,2.29723,2.25601,2.33845,295.522,309.631,1.75737,64.8126
309.631,2.5085,2.46413,2.55287,324.414,339.902,1.6227,67.1098
339.902,2.83587,2.76148,2.91026,356.13,373.132,1.48801,69.6183
373.132,3.2311,3.1616,3.3006,390.946,409.611,1.35329,72.4542
409.611,3.58999,3.5139,3.66608,429.167,449.657,1.21853,75.6853
449.657,3.78685,3.60922,3.96448,471.125,493.617,1.08373,79.2753
493.617,3.72923,3.4324,4.02605,517.184,541.876,0.948868,83.0621
541.876,3.40275,3.00946,3.79604,567.746,594.852,0.813905,86.7913
594.852,2.88069,2.44588,3.3155,623.252,653.008,0.678786,90.1941
653.008,2.28651,1.8815,2.69152,684.184,716.849,0.543393,93.0748
716.849,1.72349,1.41018,2.0368,751.073,786.932,0.407456,95.3613
786.932,1.24676,1.05864,1.43488,824.502,863.866,0.270152,97.0848
863.866,0.853819,0.788946,0.918692,905.109,948.322,0.127128,98.3316
948.322,0.507575,0.456354,0.558796,993.595,1041.03,0.0666397,99.1854
1041.03,0.231825,0.152245,0.311405,1090.73,1142.81,-0.125299,99.6929
1142.81,0.0654338,0.0151286,0.115739,1197.37,1254.54,-0.259872,99.9248
1254.54,0.00939319,0,0.0204647,1314.44,1377.19,-0.394443,99.9902
1377.19,0.000409334,0,0.00112141,1442.94,1511.83,-0.529012,99.9996
1511.83,0,0,0,1584.01,1659.63,-0.663579,100
1659.63,0,0,0,1738.86,1821.88,-0.798145,100
1821.88,0,0,0,1908.86,2000,-0.932714,100
