Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.635882,0.56693,0.704834,3.68682,3.86284,8.08313,5.57699
3.86284,0.682305,0.607119,0.757491,4.04726,4.24049,7.94855,6.21287
4.24049,0.727561,0.645959,0.809163,4.44294,4.65506,7.81398,6.89517
4.65506,0.771626,0.683342,0.85991,4.87731,5.11017,7.6794,7.62274
5.11017,0.814288,0.71877,0.909806,5.35414,5.60976,7.54483,8.39436
5.60976,0.855545,0.752618,0.958472,5.87759,6.1582,7.41025,9.20865
6.1582,0.895866,0.78515,1.00658,6.45221,6.76025,7.27568,10.0642
6.76025,0.936351,0.817474,1.05523,7.08301,7.42117,7.14111,10.9601
7.42117,0.978786,0.851584,1.10599,7.77547,8.14669,7.00653,11.8964
8.14669,1.02453,0.888631,1.16043,8.53563,8.94315,6.87196,12.8752
8.94315,1.07526,0.930419,1.2201,9.37012,9.81748,6.73738,13.8997
9.81748,1.13236,0.978394,1.28633,10.2862,10.7773,6.6028,14.975
10.7773,1.19856,1.03579,1.36133,11.2918,11.8309,6.46823,16.1073
11.8309,1.27557,1.10441,1.44673,12.3958,12.9876,6.33365,17.3059
12.9876,1.36272,1.1836,1.54184,13.6076,14.2573,6.19907,18.5815
14.2573,1.45463,1.26833,1.64093,14.938,15.6512,6.0645,19.9442
15.6512,1.54299,1.34994,1.73604,16.3984,17.1813,5.92992,21.3988
17.1813,1.62191,1.42309,1.82073,18.0016,18.861,5.79534,22.9418
18.861,1.6912,1.48742,1.89498,19.7615,20.705,5.66076,24.5637
20.705,1.75799,1.55018,1.9658,21.6935,22.7292,5.52618,26.2549
22.7292,1.82981,1.61934,2.04028,23.8143,24.9513,5.39161,28.0129
24.9513,1.90908,1.69676,2.1214,26.1425,27.3906,5.25703,29.8427
27.3906,1.9887,1.77649,2.20091,28.6983,30.0685,5.12245,31.7518
30.0685,2.05443,1.84518,2.26368,31.504,33.0081,4.98787,33.7405
33.0081,2.09284,1.89083,2.29485,34.584,36.2352,4.85328,35.7949
36.2352,2.09812,1.90828,2.28796,37.9652,39.7777,4.7187,37.8878
39.7777,2.07665,1.90451,2.24879,41.6768,43.6665,4.58412,39.9859
43.6665,2.04329,1.89336,2.19322,45.7513,47.9356,4.44954,42.0625
47.9356,2.01442,1.89003,2.13881,50.2242,52.622,4.31495,44.1058
52.622,2.00164,1.90622,2.09706,55.1343,57.7666,4.18036,46.1203
57.7666,2.00806,1.94256,2.07356,60.5245,63.4141,4.04578,48.1219
63.4141,2.03081,1.99642,2.06521,66.4417,69.6138,3.91119,50.13
69.6138,2.06489,2.04351,2.08627,72.9374,76.4196,3.7766,52.1608
76.4196,2.10727,2.07037,2.14417,80.0681,83.8907,3.64201,54.2257
83.8907,2.15696,2.09819,2.21573,87.8959,92.0923,3.50742,56.3329
92.0923,2.20991,2.13184,2.28798,96.4892,101.096,3.37282,58.4899
101.096,2.25429,2.15554,2.35304,105.922,110.979,3.23822,60.6998
110.979,2.27131,2.14878,2.39384,116.278,121.829,3.10363,62.9541
121.829,2.24619,2.09298,2.3994,127.646,133.74,2.96902,65.2254
133.74,2.18007,1.992,2.36814,140.125,146.815,2.83441,67.4716
146.815,2.09341,1.86826,2.31856,153.824,161.168,2.69981,69.6516
161.168,2.01115,1.75399,2.26831,168.863,176.925,2.56519,71.7451
176.925,1.94414,1.66586,2.22242,185.372,194.222,2.43057,73.7562
194.222,1.8774,1.59159,2.16321,203.495,213.21,2.29595,75.7003
213.21,1.77957,1.49626,2.06288,223.389,234.054,2.16132,77.5777
234.054,1.62899,1.34844,1.90954,245.228,256.936,2.02669,79.3573
256.936,1.43916,1.15216,1.72616,269.203,282.056,1.89204,80.9863
282.056,1.26215,0.956888,1.56741,295.522,309.631,1.75737,82.4255
309.631,1.15848,0.82804,1.48892,324.414,339.902,1.6227,83.6876
339.902,1.16565,0.809569,1.52173,356.13,373.132,1.48801,84.8461
373.132,1.28192,0.910051,1.65379,390.946,409.611,1.35329,86.0117
409.611,1.45973,1.09289,1.82657,429.167,449.657,1.21853,87.2937
449.657,1.61505,1.27646,1.95364,471.125,493.617,1.08373,88.7534
493.617,1.66232,1.36253,1.96211,517.184,541.876,0.948868,90.3684
541.876,1.56413,1.29788,1.83038,567.746,594.852,0.813905,92.0308
594.852,1.3529,1.10993,1.59587,623.252,653.008,0.678786,93.5949
653.008,1.10635,0.886264,1.32644,684.184,716.849,0.543393,94.9478
716.849,0.896919,0.712183,1.08166,751.073,786.932,0.407456,96.0541
786.932,0.759087,0.637908,0.880266,824.502,863.866,0.270152,96.9511
863.866,0.674681,0.632952,0.71641,905.109,948.322,0.127128,97.7102
948.322,0.603724,0.480318,0.72713,993.595,1041.03,0.0666397,98.3848
1041.03,0.502477,0.261742,0.743212,1090.73,1142.81,-0.125299,98.9886
1142.81,0.326129,0.0835733,0.568685,1197.37,1254.54,-0.259872,99.491
1254.54,0.147875,0.00135775,0.294392,1314.44,1377.19,-0.394443,99.8172
1377.19,0.0319644,0,0.0689495,1442.94,1511.83,-0.529012,99.965
1511.83,0.00300131,0,0.00700101,1584.01,1659.63,-0.663579,99.997
1659.63,0,0,0,1738.86,1821.88,-0.798145,100
1821.88,0,0,0,1908.86,2000,-0.932714,100
