Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
um,Volume,Diff.,Diff.,um,um,Phi,Volume
,%,Volume,Volume,,,,%
,,%,%,,,,
0.375124,0,0,0,0.393033,0.411798,11.3129,0
0.411798,0,0,0,0.431458,0.452057,11.1783,0
0.452057,0,0,0,0.473639,0.496252,11.0437,0
0.496252,0.000278423,0.000277076,0.00027977,0.519944,0.544768,10.9091,0
0.544768,0.00374229,0.00372637,0.00375821,0.570777,0.598027,10.7746,0.000278423
0.598027,0.0114854,0.0114213,0.0115495,0.626578,0.656493,10.64,0.00402071
0.656493,0.019062,0.0189691,0.0191549,0.687836,0.720675,10.5054,0.0155061
0.720675,0.0257789,0.02568,0.0258778,0.755082,0.791132,10.3709,0.0345681
0.791132,0.031572,0.0314309,0.0317131,0.828903,0.868477,10.2363,0.060347
0.868477,0.0362317,0.0360371,0.0364263,0.90994,0.953383,10.1017,0.091919
0.953383,0.0395849,0.0394694,0.0397004,0.9989,1.04659,9.96714,0.128151
1.04659,0.0414848,0.0412183,0.0417513,1.09656,1.14891,9.83257,0.167736
1.14891,0.0419734,0.0417841,0.0421627,1.20376,1.26123,9.698,0.20922
1.26123,0.0411667,0.0409818,0.0413516,1.32145,1.38454,9.56343,0.251194
1.38454,0.0392513,0.0391965,0.0393061,1.45064,1.5199,9.42885,0.292361
1.5199,0.0364708,0.0362645,0.0366771,1.59246,1.66849,9.29428,0.331612
1.66849,0.0331089,0.033002,0.0332158,1.74815,1.83161,9.15971,0.368083
1.83161,0.02947,0.0293471,0.0295929,1.91906,2.01068,9.02514,0.401192
2.01068,0.0258494,0.025707,0.0259918,2.10667,2.20725,8.89056,0.430662
2.20725,0.0225186,0.0223922,0.022645,2.31263,2.42304,8.75599,0.456511
2.42304,0.0196923,0.0194929,0.0198917,2.53872,2.65993,8.62142,0.47903
2.65993,0.0175257,0.0173066,0.0177448,2.78692,2.91998,8.48684,0.498722
2.91998,0.0160908,0.015803,0.0163786,3.05939,3.20545,8.35227,0.516248
3.20545,0.0153864,0.0150174,0.0157554,3.35849,3.51883,8.2177,0.532338
