Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
4.24049,0.00577538,0.0048499,0.00670086,4.44294,4.65506,7.81398,0.269135
4.65506,0.00639955,0.00539266,0.00740644,4.87731,5.11017,7.6794,0.27491
5.11017,0.00714422,0.00607726,0.00821119,5.35414,5.60976,7.54483,0.281309
5.60976,0.00788808,0.00678386,0.0089923,5.87759,6.1582,7.41025,0.288454
6.1582,0.00853908,0.00741124,0.00966692,6.45221,6.76025,7.27568,0.296342
6.76025,0.00903105,0.00789483,0.0101673,7.08301,7.42117,7.14111,0.304881
7.42117,0.00932427,0.00818484,0.0104637,7.77547,8.14669,7.00653,0.313912
8.14669,0.00939639,0.00825624,0.0105365,8.53563,8.94315,6.87196,0.323236
8.94315,0.00926153,0.00812136,0.0104017,9.37012,9.81748,6.73738,0.332633
9.81748,0.0089742,0.00784354,0.0101049,10.2862,10.7773,6.6028,0.341894
10.7773,0.00862209,0.00752648,0.0097177,11.2918,11.8309,6.46823,0.350868
11.8309,0.00835569,0.00733704,0.00937434,12.3958,12.9876,6.33365,0.35949
12.9876,0.00832048,0.00742065,0.00922031,13.6076,14.2573,6.19907,0.367846
14.2573,0.00872057,0.00793937,0.00950177,14.938,15.6512,6.0645,0.376167
15.6512,0.00970407,0.00895401,0.0104541,16.3984,17.1813,5.92992,0.384887
17.1813,0.0113686,0.0104925,0.0122447,18.0016,18.861,5.79534,0.394591
18.861,0.0137038,0.0125859,0.0148217,19.7615,20.705,5.66076,0.40596
20.705,0.0164256,0.0150506,0.0178006,21.6935,22.7292,5.52618,0.419664
22.7292,0.0192048,0.0176601,0.0207495,23.8143,24.9513,5.39161,0.436089
24.9513,0.021604,0.0201026,0.0231054,26.1425,27.3906,5.25703,0.455294
27.3906,0.023495,0.0222865,0.0247035,28.6983,30.0685,5.12245,0.476898
30.0685,0.0252322,0.0240979,0.0263665,31.504,33.0081,4.98787,0.500393
33.0081,0.0273591,0.0255187,0.0291995,34.584,36.2352,4.85328,0.525625
36.2352,0.0307158,0.0280971,0.0333345,37.9652,39.7777,4.7187,0.552984
39.7777,0.0362564,0.0334404,0.0390724,41.6768,43.6665,4.58412,0.5837
43.6665,0.0453079,0.0430382,0.0475776,45.7513,47.9356,4.44954,0.619957
47.9356,0.0592407,0.057328,0.0611534,50.2242,52.622,4.31495,0.665264
52.622,0.078534,0.0761964,0.0808716,55.1343,57.7666,4.18036,0.724505
57.7666,0.103769,0.101203,0.106335,60.5245,63.4141,4.04578,0.803039
63.4141,0.137892,0.135542,0.140242,66.4417,69.6138,3.91119,0.906808
69.6138,0.188503,0.186117,0.190889,72.9374,76.4196,3.7766,1.0447
76.4196,0.270659,0.266058,0.27526,80.0681,83.8907,3.64201,1.2332
83.8907,0.408989,0.400675,0.417303,87.8959,92.0923,3.50742,1.50386
92.0923,0.636907,0.622096,0.651717,96.4892,101.096,3.37282,1.91285
101.096,0.991241,0.967177,1.01531,105.922,110.979,3.23822,2.54976
110.979,1.50213,1.4635,1.54076,116.278,121.829,3.10363,3.541
121.829,2.18091,2.12172,2.2401,127.646,133.74,2.96902,5.04313
133.74,3.00951,2.92838,3.09064,140.125,146.815,2.83441,7.22404
146.815,3.93231,3.82788,4.03674,153.824,161.168,2.69981,10.2336
161.168,4.85601,4.73526,4.97676,168.863,176.925,2.56519,14.1659
176.925,5.66523,5.53728,5.79318,185.372,194.222,2.43057,19.0219
194.222,6.24714,6.1059,6.38838,203.495,213.21,2.29595,24.6871
213.21,6.52115,6.38579,6.65651,223.389,234.054,2.16132,30.9342
234.054,6.46938,6.32184,6.61692,245.228,256.936,2.02669,37.4554
256.936,6.14856,6.01151,6.28561,269.203,282.056,1.89204,43.9248
282.056,5.67293,5.54825,5.79761,295.522,309.631,1.75737,50.0733
309.631,5.17588,5.06623,5.28553,324.414,339.902,1.6227,55.7463
339.902,4.76521,4.68769,4.84273,356.13,373.132,1.48801,60.9221
373.132,4.48643,4.46001,4.51285,390.946,409.611,1.35329,65.6874
409.611,4.30812,4.27783,4.33841,429.167,449.657,1.21853,70.1738
449.657,4.14225,4.02131,4.26319,471.125,493.617,1.08373,74.4819
493.617,3.89723,3.71713,4.07733,517.184,541.876,0.948868,78.6242
541.876,3.5344,3.33068,3.73812,567.746,594.852,0.813905,82.5214
594.852,3.08359,2.91006,3.25712,623.252,653.008,0.678786,86.0558
653.008,2.60463,2.50918,2.70008,684.184,716.849,0.543393,89.1394
716.849,2.14599,2.11841,2.17357,751.073,786.932,0.407456,91.744
786.932,1.73496,1.62799,1.84193,824.502,863.866,0.270152,93.89
863.866,1.37605,1.21468,1.53742,905.109,948.322,0.127128,95.625
948.322,1.0523,0.875295,1.22931,993.595,1041.03,0.0666397,97.001
1041.03,0.760537,0.589471,0.931604,1090.73,1142.81,-0.125299,98.0533
1142.81,0.524352,0.365521,0.683183,1197.37,1254.54,-0.259872,98.8138
1254.54,0.338837,0.175686,0.501988,1314.44,1377.19,-0.394443,99.3382
1377.19,0.194522,0.04395,0.345094,1442.94,1511.83,-0.529012,99.677
1511.83,0.0940592,0,0.244796,1584.01,1659.63,-0.663579,99.8716
1659.63,0.0312474,0,0.124278,1738.86,1821.88,-0.798145,99.9656
1821.88,0.00313562,0,0.0139977,1908.86,2000,-0.932714,99.9969
