Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.302834,0.278092,0.327576,3.68682,3.86284,8.08313,3.36394
3.86284,0.322703,0.296159,0.349247,4.04726,4.24049,7.94855,3.66677
4.24049,0.343311,0.314965,0.371657,4.44294,4.65506,7.81398,3.98948
4.65506,0.364749,0.334738,0.39476,4.87731,5.11017,7.6794,4.33279
5.11017,0.386968,0.355167,0.418769,5.35414,5.60976,7.54483,4.69754
5.60976,0.409999,0.376266,0.443732,5.87759,6.1582,7.41025,5.08451
6.1582,0.434082,0.398334,0.46983,6.45221,6.76025,7.27568,5.4945
6.76025,0.459453,0.421536,0.49737,7.08301,7.42117,7.14111,5.92859
7.42117,0.487117,0.446915,0.527319,7.77547,8.14669,7.00653,6.38804
8.14669,0.517693,0.474917,0.560469,8.53563,8.94315,6.87196,6.87516
8.94315,0.55262,0.50683,0.59841,9.37012,9.81748,6.73738,7.39285
9.81748,0.592525,0.543164,0.641886,10.2862,10.7773,6.6028,7.94547
10.7773,0.639245,0.586255,0.692235,11.2918,11.8309,6.46823,8.53799
11.8309,0.693687,0.637004,0.75037,12.3958,12.9876,6.33365,9.17724
12.9876,0.756702,0.696198,0.817206,13.6076,14.2573,6.19907,9.87093
14.2573,0.827303,0.763465,0.891141,14.938,15.6512,6.0645,10.6276
15.6512,0.903138,0.836916,0.96936,16.3984,17.1813,5.92992,11.4549
17.1813,0.982537,0.915974,1.0491,18.0016,18.861,5.79534,12.3581
18.861,1.06439,0.999228,1.12955,19.7615,20.705,5.66076,13.3406
20.705,1.15119,1.08783,1.21455,21.6935,22.7292,5.52618,14.405
22.7292,1.24532,1.18288,1.30776,23.8143,24.9513,5.39161,15.5562
24.9513,1.34899,1.28557,1.41241,26.1425,27.3906,5.25703,16.8015
27.3906,1.46102,1.39556,1.52648,28.6983,30.0685,5.12245,18.1505
30.0685,1.57656,1.51045,1.64267,31.504,33.0081,4.98787,19.6115
33.0081,1.68963,1.62797,1.75129,34.584,36.2352,4.85328,21.1881
36.2352,1.79481,1.7464,1.84322,37.9652,39.7777,4.7187,22.8777
39.7777,1.89184,1.86402,1.91966,41.6768,43.6665,4.58412,24.6725
43.6665,1.9861,1.97974,1.99246,45.7513,47.9356,4.44954,26.5644
47.9356,2.08829,2.05693,2.11965,50.2242,52.622,4.31495,28.5505
52.622,2.21238,2.15983,2.26493,55.1343,57.7666,4.18036,30.6387
57.7666,2.37116,2.31116,2.43116,60.5245,63.4141,4.04578,32.8511
63.4141,2.57299,2.51698,2.629,66.4417,69.6138,3.91119,35.2223
69.6138,2.81785,2.77177,2.86393,72.9374,76.4196,3.7766,37.7953
76.4196,3.09549,3.05746,3.13352,80.0681,83.8907,3.64201,40.6131
83.8907,3.3858,3.34904,3.42256,87.8959,92.0923,3.50742,43.7086
92.0923,3.66051,3.61105,3.70997,96.4892,101.096,3.37282,47.0944
101.096,3.88676,3.82459,3.94893,105.922,110.979,3.23822,50.7549
110.979,4.03155,3.94416,4.11894,116.278,121.829,3.10363,54.6417
121.829,4.06958,3.97494,4.16422,127.646,133.74,2.96902,58.6732
133.74,3.98968,3.89933,4.08003,140.125,146.815,2.83441,62.7428
146.815,3.79971,3.72177,3.87765,153.824,161.168,2.69981,66.7325
161.168,3.52008,3.44533,3.59483,168.863,176.925,2.56519,70.5322
176.925,3.17508,3.10158,3.24858,185.372,194.222,2.43057,74.0523
194.222,2.78219,2.715,2.84938,203.495,213.21,2.29595,77.2274
213.21,2.35326,2.31078,2.39574,223.389,234.054,2.16132,80.0096
234.054,1.90695,1.90184,1.91206,245.228,256.936,2.02669,82.3628
256.936,1.48203,1.42582,1.53824,269.203,282.056,1.89204,84.2698
282.056,1.13791,1.03919,1.23663,295.522,309.631,1.75737,85.7518
309.631,0.926063,0.810303,1.04182,324.414,339.902,1.6227,86.8897
339.902,0.866168,0.762478,0.969858,356.13,373.132,1.48801,87.8158
373.132,0.94359,0.878878,1.0083,390.946,409.611,1.35329,88.6819
409.611,1.106,1.06859,1.14341,429.167,449.657,1.21853,89.6255
449.657,1.26163,1.16724,1.35602,471.125,493.617,1.08373,90.7315
493.617,1.31105,1.16729,1.45481,517.184,541.876,0.948868,91.9931
541.876,1.20855,1.05366,1.36344,567.746,594.852,0.813905,93.3042
594.852,0.99529,0.859986,1.13059,623.252,653.008,0.678786,94.5127
653.008,0.768194,0.635476,0.900912,684.184,716.849,0.543393,95.508
716.849,0.611353,0.441757,0.780949,751.073,786.932,0.407456,96.2762
786.932,0.560147,0.349125,0.771169,824.502,863.866,0.270152,96.8876
863.866,0.58487,0.354951,0.814789,905.109,948.322,0.127128,97.4477
948.322,0.630007,0.424655,0.835359,993.595,1041.03,0.0666397,98.0326
1041.03,0.615263,0.478055,0.752471,1090.73,1142.81,-0.125299,98.6626
1142.81,0.446982,0.388507,0.505457,1197.37,1254.54,-0.259872,99.2779
1254.54,0.220149,0.208725,0.231573,1314.44,1377.19,-0.394443,99.7249
1377.19,0.0500361,0.0491566,0.0509156,1442.94,1511.83,-0.529012,99.945
1511.83,0.00495611,0.0046247,0.00528751,1584.01,1659.63,-0.663579,99.995
1659.63,0,0,0,1738.86,1821.88,-0.798145,100
