Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.224901,0.200815,0.248988,3.68682,3.86284,8.08313,3.03043
3.86284,0.241477,0.215398,0.267556,4.04726,4.24049,7.94855,3.25533
4.24049,0.261155,0.232917,0.289393,4.44294,4.65506,7.81398,3.49681
4.65506,0.284495,0.25381,0.31518,4.87731,5.11017,7.6794,3.75796
5.11017,0.311993,0.278684,0.345302,5.35414,5.60976,7.54483,4.04246
5.60976,0.344101,0.307809,0.380393,5.87759,6.1582,7.41025,4.35445
6.1582,0.381354,0.341784,0.420924,6.45221,6.76025,7.27568,4.69855
6.76025,0.424247,0.38102,0.467474,7.08301,7.42117,7.14111,5.07991
7.42117,0.474263,0.426875,0.521651,7.77547,8.14669,7.00653,5.50415
8.14669,0.533027,0.48084,0.585214,8.53563,8.94315,6.87196,5.97842
8.94315,0.603136,0.545368,0.660904,9.37012,9.81748,6.73738,6.51144
9.81748,0.686616,0.622232,0.751,10.2862,10.7773,6.6028,7.11458
10.7773,0.786294,0.713792,0.858796,11.2918,11.8309,6.46823,7.80119
11.8309,0.904415,0.822563,0.986267,12.3958,12.9876,6.33365,8.58749
12.9876,1.04316,0.950628,1.13569,13.6076,14.2573,6.19907,9.4919
14.2573,1.20294,1.09844,1.30744,14.938,15.6512,6.0645,10.5351
15.6512,1.38196,1.26466,1.49926,16.3984,17.1813,5.92992,11.738
17.1813,1.57716,1.44647,1.70785,18.0016,18.861,5.79534,13.12
18.861,1.78392,1.64103,1.92681,19.7615,20.705,5.66076,14.6971
20.705,1.99813,1.84536,2.1509,21.6935,22.7292,5.52618,16.481
22.7292,2.21337,2.05385,2.37289,23.8143,24.9513,5.39161,18.4792
24.9513,2.42122,2.25853,2.58391,26.1425,27.3906,5.25703,20.6925
27.3906,2.61007,2.44757,2.77257,28.6983,30.0685,5.12245,23.1138
30.0685,2.76727,2.60729,2.92725,31.504,33.0081,4.98787,25.7238
33.0081,2.88349,2.72628,3.0407,34.584,36.2352,4.85328,28.4911
36.2352,2.95511,2.80324,3.10698,37.9652,39.7777,4.7187,31.3746
39.7777,2.9868,2.84272,3.13088,41.6768,43.6665,4.58412,34.3297
43.6665,2.98904,2.85624,3.12184,45.7513,47.9356,4.44954,37.3165
47.9356,2.97509,2.85967,3.09051,50.2242,52.622,4.31495,40.3055
52.622,2.95818,2.86593,3.05043,55.1343,57.7666,4.18036,43.2806
57.7666,2.94923,2.88246,3.016,60.5245,63.4141,4.04578,46.2388
63.4141,2.95736,2.90907,3.00565,66.4417,69.6138,3.91119,49.188
69.6138,2.98951,2.928,3.05102,72.9374,76.4196,3.7766,52.1454
76.4196,3.04976,2.94065,3.15887,80.0681,83.8907,3.64201,55.1349
83.8907,3.13702,2.96684,3.3072,87.8959,92.0923,3.50742,58.1847
92.0923,3.24114,3.0069,3.47538,96.4892,101.096,3.37282,61.3217
101.096,3.3408,3.04697,3.63463,105.922,110.979,3.23822,64.5628
110.979,3.40456,3.06434,3.74478,116.278,121.829,3.10363,67.9036
121.829,3.39946,3.03154,3.76738,127.646,133.74,2.96902,71.3082
133.74,3.30113,2.93085,3.67141,140.125,146.815,2.83441,74.7076
146.815,3.1036,2.7602,3.447,153.824,161.168,2.69981,78.0088
161.168,2.81823,2.52965,3.10681,168.863,176.925,2.56519,81.1124
176.925,2.46738,2.2524,2.68236,185.372,194.222,2.43057,83.9306
194.222,2.07504,1.93877,2.21131,203.495,213.21,2.29595,86.398
213.21,1.66393,1.59349,1.73438,223.389,234.054,2.16132,88.473
234.054,1.26131,1.23425,1.28837,245.228,256.936,2.02669,90.137
256.936,0.905652,0.898683,0.912621,269.203,282.056,1.89204,91.3983
282.056,0.643302,0.633052,0.653552,295.522,309.631,1.75737,92.3039
309.631,0.50347,0.483126,0.523814,324.414,339.902,1.6227,92.9472
339.902,0.488444,0.464347,0.512541,356.13,373.132,1.48801,93.4507
373.132,0.581798,0.561412,0.602184,390.946,409.611,1.35329,93.9391
409.611,0.742409,0.724407,0.760411,429.167,449.657,1.21853,94.5209
449.657,0.89289,0.85876,0.92702,471.125,493.617,1.08373,95.2633
493.617,0.948364,0.89524,1.00149,517.184,541.876,0.948868,96.1562
541.876,0.869475,0.804535,0.934415,567.746,594.852,0.813905,97.1046
594.852,0.684676,0.617689,0.751663,623.252,653.008,0.678786,97.9741
653.008,0.47197,0.411176,0.532764,684.184,716.849,0.543393,98.6587
716.849,0.301233,0.255093,0.347373,751.073,786.932,0.407456,99.1307
786.932,0.198305,0.17311,0.2235,824.502,863.866,0.270152,99.432
863.866,0.146034,0.145887,0.146181,905.109,948.322,0.127128,99.6303
948.322,0.108808,0.0717259,0.14589,993.595,1041.03,0.0666397,99.7763
1041.03,0.0705393,0.006021,0.135058,1090.73,1142.81,-0.125299,99.8851
1142.81,0.0321409,0,0.089967,1197.37,1254.54,-0.259872,99.9556
1254.54,0.0103475,0,0.0383107,1314.44,1377.19,-0.394443,99.9878
1377.19,0.00173896,0,0.00747323,1442.94,1511.83,-0.529012,99.9981
1511.83,0.000139576,0,0.000623081,1584.01,1659.63,-0.663579,99.9999
1659.63,0,0,0,1738.86,1821.88,-0.798145,100
1821.88,0,0,0,1908.86,2000,-0.932714,100
