Kanaldurchmesser (Unten),Diff.,-2 S.D.,+2 S.D.,Kanaldurchmesser (Mitte),Kanaldurchmesser (Oben),Kanaldurchmesser (Mitte),Kum. <
um,Volumen,Diff.,Diff.,um,um,Phi,Volumen
,%,Volumen,Volumen,,,,%
,,%,%,,,,
0.03999,0.00108254,0.000839177,0.0013259,0.0418992,0.0438996,14.5426,0
0.0438996,0.00131607,0.0010376,0.00159454,0.0459955,0.0481915,14.408,0.00108254
0.0481915,0.00192938,0.00155138,0.00230738,0.0504923,0.0529029,14.2734,0.00239861
0.0529029,0.0035889,0.0029458,0.004232,0.0554286,0.0580749,14.1389,0.00432799
0.0580749,0.0075908,0.00621655,0.00896505,0.0608476,0.0637526,14.0043,0.00791689
0.0637526,0.0149495,0.0120528,0.0178462,0.0667963,0.0699854,13.8697,0.0155077
0.0699854,0.0247366,0.0194884,0.0299848,0.0733267,0.0768275,13.7351,0.0304572
0.0768275,0.0340631,0.0264913,0.0416349,0.0804954,0.0843385,13.6006,0.0551938
0.0843385,0.0427788,0.0330503,0.0525073,0.088365,0.0925838,13.466,0.0892569
0.0925838,0.0516861,0.0398023,0.0635699,0.0970039,0.101635,13.3314,0.132036
0.101635,0.0611963,0.0469046,0.075488,0.106488,0.111572,13.1969,0.183722
0.111572,0.0702502,0.0536026,0.0868978,0.116898,0.122479,13.0623,0.244918
0.122479,0.0786204,0.0598199,0.0974209,0.128327,0.134454,12.9277,0.315168
0.134454,0.0869807,0.0659956,0.107966,0.140873,0.147598,12.7931,0.393789
0.147598,0.0948618,0.0717623,0.117961,0.154645,0.162028,12.6586,0.480769
0.162028,0.102415,0.0772317,0.127598,0.169764,0.177869,12.524,0.575631
0.177869,0.109725,0.0825524,0.136898,0.186361,0.195258,12.3894,0.678046
0.195258,0.117505,0.0881921,0.146818,0.20458,0.214348,12.2549,0.787771
0.214348,0.125439,0.0938979,0.15698,0.224581,0.235303,12.1203,0.905276
0.235303,0.133345,0.0995584,0.167132,0.246537,0.258308,11.9857,1.03072
0.258308,0.140842,0.104983,0.176701,0.27064,0.283561,11.8511,1.16406
0.283561,0.147949,0.110235,0.185663,0.297099,0.311283,11.7166,1.3049
0.311283,0.154294,0.11508,0.193508,0.326145,0.341716,11.582,1.45285
0.341716,0.159936,0.119547,0.200325,0.358031,0.375124,11.4474,1.60714
0.375124,0.16512,0.123838,0.206402,0.393033,0.411798,11.3129,1.76708
0.411798,0.170739,0.128597,0.212881,0.431458,0.452057,11.1783,1.9322
0.452057,0.176961,0.133966,0.219956,0.473639,0.496252,11.0437,2.10294
0.496252,0.183894,0.139994,0.227794,0.519944,0.544768,10.9091,2.2799
0.544768,0.191652,0.146793,0.236511,0.570777,0.598027,10.7746,2.46379
0.598027,0.201103,0.155013,0.247193,0.626578,0.656493,10.64,2.65545
0.656493,0.212755,0.165007,0.260503,0.687836,0.720675,10.5054,2.85655
0.720675,0.226931,0.176981,0.276881,0.755082,0.791132,10.3709,3.0693
0.791132,0.243782,0.191065,0.296499,0.828903,0.868477,10.2363,3.29624
0.868477,0.263917,0.207669,0.320165,0.90994,0.953383,10.1017,3.54002
0.953383,0.287967,0.227263,0.348671,0.9989,1.04659,9.96714,3.80393
1.04659,0.316368,0.250128,0.382608,1.09656,1.14891,9.83257,4.0919
1.14891,0.34901,0.27607,0.42195,1.20376,1.26123,9.698,4.40827
1.26123,0.385444,0.304731,0.466157,1.32145,1.38454,9.56343,4.75728
1.38454,0.42531,0.335832,0.514788,1.45064,1.5199,9.42885,5.14272
1.5199,0.468331,0.369063,0.567599,1.59246,1.66849,9.29428,5.56803
1.66849,0.514314,0.404293,0.624335,1.74815,1.83161,9.15971,6.03636
1.83161,0.562698,0.440957,0.684439,1.91906,2.01068,9.02514,6.55068
2.01068,0.613037,0.478812,0.747262,2.10667,2.20725,8.89056,7.11338
2.20725,0.665042,0.517582,0.812502,2.31263,2.42304,8.75599,7.72641
2.42304,0.71888,0.557482,0.880278,2.53872,2.65993,8.62142,8.39146
2.65993,0.774726,0.598681,0.950771,2.78692,2.91998,8.48684,9.11034
2.91998,0.832362,0.641136,1.02359,3.05939,3.20545,8.35227,9.88506
3.20545,0.891061,0.684005,1.09812,3.35849,3.51883,8.2177,10.7174
3.51883,0.94969,0.726725,1.17265,3.68682,3.86284,8.08313,11.6085
3.86284,1.00715,0.768124,1.24618,4.04726,4.24049,7.94855,12.5582
4.24049,1.06201,0.807037,1.31698,4.44294,4.65506,7.81398,13.5653
4.65506,1.11261,0.841948,1.38327,4.87731,5.11017,7.6794,14.6273
5.11017,1.15701,0.871281,1.44274,5.35414,5.60976,7.54483,15.7399
5.60976,1.19413,0.894115,1.49415,5.87759,6.1582,7.41025,16.897
6.1582,1.22424,0.910937,1.53754,6.45221,6.76025,7.27568,18.0911
6.76025,1.24878,0.923079,1.57448,7.08301,7.42117,7.14111,19.3153
7.42117,1.26926,0.932177,1.60634,7.77547,8.14669,7.00653,20.5641
8.14669,1.28641,0.939154,1.63367,8.53563,8.94315,6.87196,21.8334
8.94315,1.30171,0.945976,1.65744,9.37012,9.81748,6.73738,23.1198
9.81748,1.31795,0.955467,1.68043,10.2862,10.7773,6.6028,24.4215
10.7773,1.34021,0.972673,1.70775,11.2918,11.8309,6.46823,25.7394
11.8309,1.37139,1.00019,1.74259,12.3958,12.9876,6.33365,27.0796
12.9876,1.40865,1.03535,1.78195,13.6076,14.2573,6.19907,28.451
14.2573,1.44164,1.06859,1.81469,14.938,15.6512,6.0645,29.8597
15.6512,1.45745,1.08702,1.82788,16.3984,17.1813,5.92992,31.3013
17.1813,1.4504,1.08377,1.81703,18.0016,18.861,5.79534,32.7588
18.861,1.42696,1.06292,1.791,19.7615,20.705,5.66076,34.2092
20.705,1.40381,1.03873,1.76889,21.6935,22.7292,5.52618,35.6361
22.7292,1.3962,1.02659,1.76581,23.8143,24.9513,5.39161,37.0399
24.9513,1.40831,1.03354,1.78308,26.1425,27.3906,5.25703,38.4361
27.3906,1.42944,1.05473,1.80415,28.6983,30.0685,5.12245,39.8444
30.0685,1.43942,1.0755,1.80334,31.504,33.0081,4.98787,41.2739
