Kanaldurchmesser (Unten),Diff.,-2 S.D.,+2 S.D.,Kanaldurchmesser (Mitte),Kanaldurchmesser (Oben),Kanaldurchmesser (Mitte),Kum. <
um,Volumen,Diff.,Diff.,um,um,Phi,Volumen
,%,Volumen,Volumen,,,,%
,,%,%,,,,
0.03999,0.000540033,0.000459672,0.000620394,0.0418992,0.0438996,14.5426,0
0.0438996,0.000657049,0.000566431,0.000747667,0.0459955,0.0481915,14.408,0.000540033
0.0481915,0.000962023,0.000842831,0.00108121,0.0504923,0.0529029,14.2734,0.00119708
0.0529029,0.00180108,0.00160437,0.00199779,0.0554286,0.0580749,14.1389,0.00215911
0.0580749,0.00381915,0.00339701,0.00424129,0.0608476,0.0637526,14.0043,0.00396019
0.0637526,0.0074768,0.00656863,0.00838497,0.0667963,0.0699854,13.8697,0.00777934
0.0699854,0.0121801,0.0105254,0.0138348,0.0733267,0.0768275,13.7351,0.0152561
0.0768275,0.0165774,0.0142097,0.0189451,0.0804954,0.0843385,13.6006,0.0274362
0.0843385,0.0207042,0.0176848,0.0237236,0.088365,0.0925838,13.466,0.0440137
0.0925838,0.0249751,0.0213041,0.0286461,0.0970039,0.101635,13.3314,0.0647179
0.101635,0.0294521,0.0250723,0.0338319,0.106488,0.111572,13.1969,0.089693
0.111572,0.0337486,0.0286806,0.0388166,0.116898,0.122479,13.0623,0.119145
0.122479,0.0378961,0.0321883,0.0436039,0.128327,0.134454,12.9277,0.152894
0.134454,0.0421371,0.0357263,0.0485479,0.140873,0.147598,12.7931,0.19079
0.147598,0.0459144,0.038907,0.0529219,0.154645,0.162028,12.6586,0.232927
0.162028,0.0495625,0.0419828,0.0571422,0.169764,0.177869,12.524,0.278841
0.177869,0.0533053,0.0451623,0.0614483,0.186361,0.195258,12.3894,0.328404
0.195258,0.0575496,0.0487056,0.0663936,0.20458,0.214348,12.2549,0.381709
0.214348,0.061845,0.0522754,0.0714146,0.224581,0.235303,12.1203,0.439259
0.235303,0.0662356,0.0559293,0.0765419,0.246537,0.258308,11.9857,0.501104
0.258308,0.070711,0.05966,0.081762,0.27064,0.283561,11.8511,0.567339
0.283561,0.0750487,0.0632764,0.086821,0.297099,0.311283,11.7166,0.638051
0.311283,0.0791461,0.0667097,0.0915825,0.326145,0.341716,11.582,0.713099
0.341716,0.0830458,0.0699804,0.0961112,0.358031,0.375124,11.4474,0.792245
0.375124,0.0870183,0.0733266,0.10071,0.393033,0.411798,11.3129,0.875291
0.411798,0.09095,0.0766328,0.105267,0.431458,0.452057,11.1783,0.96231
0.452057,0.0948968,0.0799522,0.109841,0.473639,0.496252,11.0437,1.05326
0.496252,0.0988905,0.0833399,0.114441,0.519944,0.544768,10.9091,1.14816
0.544768,0.103029,0.086819,0.119239,0.570777,0.598027,10.7746,1.24705
0.598027,0.107302,0.0904185,0.124186,0.626578,0.656493,10.64,1.35008
0.656493,0.111758,0.0941754,0.129341,0.687836,0.720675,10.5054,1.45738
0.720675,0.116491,0.0981768,0.134805,0.755082,0.791132,10.3709,1.56914
0.791132,0.121572,0.102475,0.140669,0.828903,0.868477,10.2363,1.68563
0.868477,0.127162,0.107196,0.147128,0.90994,0.953383,10.1017,1.8072
0.953383,0.133427,0.11249,0.154364,0.9989,1.04659,9.96714,1.93436
1.04659,0.140615,0.118571,0.162659,1.09656,1.14891,9.83257,2.06779
1.14891,0.148932,0.125609,0.172255,1.20376,1.26123,9.698,2.2084
1.26123,0.158567,0.133771,0.183363,1.32145,1.38454,9.56343,2.35734
1.38454,0.169692,0.143166,0.196218,1.45064,1.5199,9.42885,2.5159
1.5199,0.182482,0.153953,0.211011,1.59246,1.66849,9.29428,2.68559
1.66849,0.197223,0.166425,0.228021,1.74815,1.83161,9.15971,2.86808
1.83161,0.214109,0.180689,0.247529,1.91906,2.01068,9.02514,3.0653
2.01068,0.233316,0.196876,0.269756,2.10667,2.20725,8.89056,3.27941
2.20725,0.254908,0.215065,0.294751,2.31263,2.42304,8.75599,3.51273
2.42304,0.279045,0.235385,0.322705,2.53872,2.65993,8.62142,3.76763
2.65993,0.305933,0.258016,0.35385,2.78692,2.91998,8.48684,4.04668
2.91998,0.335693,0.283062,0.388324,3.05939,3.20545,8.35227,4.35261
3.20545,0.368313,0.310402,0.426224,3.35849,3.51883,8.2177,4.6883
3.51883,0.403486,0.339775,0.467197,3.68682,3.86284,8.08313,5.05662
3.86284,0.440978,0.370881,0.511075,4.04726,4.24049,7.94855,5.4601
4.24049,0.480457,0.403539,0.557375,4.44294,4.65506,7.81398,5.90108
4.65506,0.521707,0.437381,0.606033,4.87731,5.11017,7.6794,6.38154
5.11017,0.564239,0.472005,0.656473,5.35414,5.60976,7.54483,6.90325
5.60976,0.607592,0.506764,0.70842,5.87759,6.1582,7.41025,7.46749
6.1582,0.651576,0.541908,0.761244,6.45221,6.76025,7.27568,8.07508
6.76025,0.696345,0.5772,0.81549,7.08301,7.42117,7.14111,8.72665
7.42117,0.74247,0.613515,0.871425,7.77547,8.14669,7.00653,9.423
8.14669,0.790058,0.650694,0.929422,8.53563,8.94315,6.87196,10.1655
8.94315,0.839424,0.689255,0.989593,9.37012,9.81748,6.73738,10.9555
9.81748,0.890489,0.729226,1.05175,10.2862,10.7773,6.6028,11.795
10.7773,0.944144,0.771341,1.11695,11.2918,11.8309,6.46823,12.6854
11.8309,1.00043,0.815881,1.18498,12.3958,12.9876,6.33365,13.6296
12.9876,1.05824,0.861445,1.25504,13.6076,14.2573,6.19907,14.63
14.2573,1.11408,0.904475,1.32368,14.938,15.6512,6.0645,15.6883
15.6512,1.16377,0.940964,1.38658,16.3984,17.1813,5.92992,16.8023
17.1813,1.20604,0.96941,1.44267,18.0016,18.861,5.79534,17.9661
18.861,1.24363,0.992579,1.49468,19.7615,20.705,5.66076,19.1721
20.705,1.28387,1.01691,1.55083,21.6935,22.7292,5.52618,20.4158
22.7292,1.33312,1.04865,1.61759,23.8143,24.9513,5.39161,21.6996
24.9513,1.39356,1.08991,1.69721,26.1425,27.3906,5.25703,23.0328
27.3906,1.46061,1.13727,1.78395,28.6983,30.0685,5.12245,24.4263
