Kanaldurchmesser (Unten),Diff.,-2 S.D.,+2 S.D.,Kanaldurchmesser (Mitte),Kanaldurchmesser (Oben),Kanaldurchmesser (Mitte),Kum. <
um,Volumen,Diff.,Diff.,um,um,Phi,Volumen
,%,Volumen,Volumen,,,,%
,,%,%,,,,
0.03999,0.000711618,0.000643279,0.000779957,0.0418992,0.0438996,14.5426,0
0.0438996,0.000879848,0.000803405,0.000956291,0.0459955,0.0481915,14.408,0.000711618
0.0481915,0.00131413,0.0012145,0.00141376,0.0504923,0.0529029,14.2734,0.00159147
0.0529029,0.00251722,0.00235467,0.00267977,0.0554286,0.0580749,14.1389,0.0029056
0.0580749,0.00532927,0.00497786,0.00568068,0.0608476,0.0637526,14.0043,0.00542282
0.0637526,0.0102545,0.00949338,0.0110156,0.0667963,0.0699854,13.8697,0.0107521
0.0699854,0.0162842,0.0148908,0.0176776,0.0733267,0.0768275,13.7351,0.0210066
0.0768275,0.0218534,0.01986,0.0238468,0.0804954,0.0843385,13.6006,0.0372908
0.0843385,0.0270975,0.0245629,0.0296321,0.088365,0.0925838,13.466,0.0591442
0.0925838,0.0325478,0.0294693,0.0356263,0.0970039,0.101635,13.3314,0.0862417
0.101635,0.0381607,0.0344918,0.0418296,0.106488,0.111572,13.1969,0.11879
0.111572,0.0434942,0.0392613,0.0477271,0.116898,0.122479,13.0623,0.15695
0.122479,0.0487177,0.043954,0.0534814,0.128327,0.134454,12.9277,0.200444
0.134454,0.0539127,0.0485659,0.0592595,0.140873,0.147598,12.7931,0.249162
0.147598,0.0584552,0.0526376,0.0642728,0.154645,0.162028,12.6586,0.303075
0.162028,0.0627687,0.0564786,0.0690588,0.169764,0.177869,12.524,0.36153
0.177869,0.0672627,0.0605245,0.0740009,0.186361,0.195258,12.3894,0.424299
0.195258,0.0721888,0.0648826,0.079495,0.20458,0.214348,12.2549,0.491562
0.214348,0.0769985,0.0691409,0.0848561,0.224581,0.235303,12.1203,0.56375
0.235303,0.0817449,0.0733228,0.090167,0.246537,0.258308,11.9857,0.640749
0.258308,0.0865447,0.0775709,0.0955185,0.27064,0.283561,11.8511,0.722494
0.283561,0.0910089,0.081513,0.100505,0.297099,0.311283,11.7166,0.809038
0.311283,0.095098,0.0851169,0.105079,0.326145,0.341716,11.582,0.900047
0.341716,0.0988557,0.0884468,0.109265,0.358031,0.375124,11.4474,0.995145
0.375124,0.102637,0.0917885,0.113486,0.393033,0.411798,11.3129,1.094
0.411798,0.106139,0.0948762,0.117402,0.431458,0.452057,11.1783,1.19664
0.452057,0.109436,0.0977737,0.121098,0.473639,0.496252,11.0437,1.30278
0.496252,0.112566,0.100511,0.124621,0.519944,0.544768,10.9091,1.41221
0.544768,0.115659,0.103205,0.128113,0.570777,0.598027,10.7746,1.52478
0.598027,0.118616,0.105768,0.131464,0.626578,0.656493,10.64,1.64044
0.656493,0.121443,0.108195,0.134691,0.687836,0.720675,10.5054,1.75905
0.720675,0.124229,0.110582,0.137876,0.755082,0.791132,10.3709,1.8805
0.791132,0.127021,0.112936,0.141106,0.828903,0.868477,10.2363,2.00473
0.868477,0.129947,0.115409,0.144485,0.90994,0.953383,10.1017,2.13175
0.953383,0.133107,0.118046,0.148168,0.9989,1.04659,9.96714,2.26169
1.04659,0.136722,0.121083,0.152361,1.09656,1.14891,9.83257,2.3948
1.14891,0.140988,0.124669,0.157307,1.20376,1.26123,9.698,2.53152
1.26123,0.146151,0.12903,0.163272,1.32145,1.38454,9.56343,2.67251
1.38454,0.152435,0.134379,0.170491,1.45064,1.5199,9.42885,2.81866
1.5199,0.160092,0.140921,0.179263,1.59246,1.66849,9.29428,2.9711
1.66849,0.169506,0.149036,0.189976,1.74815,1.83161,9.15971,3.13119
1.83161,0.181021,0.159056,0.202986,1.91906,2.01068,9.02514,3.3007
2.01068,0.195005,0.171292,0.218718,2.10667,2.20725,8.89056,3.48172
2.20725,0.21176,0.18601,0.23751,2.31263,2.42304,8.75599,3.67672
2.42304,0.231713,0.203685,0.259741,2.53872,2.65993,8.62142,3.88848
2.65993,0.255315,0.224647,0.285983,2.78692,2.91998,8.48684,4.12019
2.91998,0.282906,0.249243,0.316569,3.05939,3.20545,8.35227,4.37551
3.20545,0.314642,0.277595,0.351689,3.35849,3.51883,8.2177,4.65842
3.51883,0.350336,0.309528,0.391144,3.68682,3.86284,8.08313,4.97306
3.86284,0.389814,0.344721,0.434907,4.04726,4.24049,7.94855,5.32339
4.24049,0.432713,0.383025,0.482401,4.44294,4.65506,7.81398,5.71321
4.65506,0.478707,0.423921,0.533493,4.87731,5.11017,7.6794,6.14592
5.11017,0.527134,0.46683,0.587438,5.35414,5.60976,7.54483,6.62463
5.60976,0.577345,0.511104,0.643586,5.87759,6.1582,7.41025,7.15176
6.1582,0.628935,0.556602,0.701268,6.45221,6.76025,7.27568,7.72911
6.76025,0.681781,0.602812,0.76075,7.08301,7.42117,7.14111,8.35804
7.42117,0.7361,0.650307,0.821893,7.77547,8.14669,7.00653,9.03982
8.14669,0.791609,0.698756,0.884462,8.53563,8.94315,6.87196,9.77592
8.94315,0.848255,0.747767,0.948743,9.37012,9.81748,6.73738,10.5675
9.81748,0.90552,0.797439,1.0136,10.2862,10.7773,6.6028,11.4158
10.7773,0.963737,0.84785,1.07962,11.2918,11.8309,6.46823,12.3213
11.8309,1.0222,0.8985,1.1459,12.3958,12.9876,6.33365,13.285
12.9876,1.07908,0.947559,1.2106,13.6076,14.2573,6.19907,14.3072
14.2573,1.13037,0.990987,1.26975,14.938,15.6512,6.0645,15.3863
15.6512,1.17164,1.02472,1.31856,16.3984,17.1813,5.92992,16.5167
17.1813,1.20154,1.04737,1.35571,18.0016,18.861,5.79534,17.6883
18.861,1.22259,1.06217,1.38301,19.7615,20.705,5.66076,18.8899
20.705,1.24191,1.07591,1.40791,21.6935,22.7292,5.52618,20.1125
22.7292,1.26607,1.0951,1.43704,23.8143,24.9513,5.39161,21.3544
24.9513,1.29844,1.12242,1.47446,26.1425,27.3906,5.25703,22.6204
27.3906,1.33682,1.15486,1.51878,28.6983,30.0685,5.12245,23.9189
