Kanaldurchmesser (Unten),Diff.,-2 S.D.,+2 S.D.,Kanaldurchmesser (Mitte),Kanaldurchmesser (Oben),Kanaldurchmesser (Mitte),Kum. <
um,Volumen,Diff.,Diff.,um,um,Phi,Volumen
,%,Volumen,Volumen,,,,%
,,%,%,,,,
0.375124,0.0667714,0.00196451,0.131578,0.393033,0.411798,11.3129,0
0.411798,0.118794,0.00350345,0.234085,0.431458,0.452057,11.1783,0.0667714
0.452057,0.175372,0.00532506,0.345419,0.473639,0.496252,11.0437,0.185565
0.496252,0.251395,0.00802221,0.494768,0.519944,0.544768,10.9091,0.360937
0.544768,0.317464,0.0109388,0.623989,0.570777,0.598027,10.7746,0.612332
0.598027,0.378028,0.0143235,0.741732,0.626578,0.656493,10.64,0.929796
0.656493,0.435825,0.018361,0.853289,0.687836,0.720675,10.5054,1.30782
0.720675,0.494404,0.0232393,0.965569,0.755082,0.791132,10.3709,1.74365
0.791132,0.549646,0.0289432,1.07035,0.828903,0.868477,10.2363,2.23805
0.868477,0.601063,0.0356453,1.16648,0.90994,0.953383,10.1017,2.7877
0.953383,0.650229,0.0434953,1.25696,0.9989,1.04659,9.96714,3.38876
1.04659,0.698817,0.0525576,1.34508,1.09656,1.14891,9.83257,4.03899
1.14891,0.749006,0.0628033,1.43521,1.20376,1.26123,9.698,4.73781
1.26123,0.800203,0.0741535,1.52625,1.32145,1.38454,9.56343,5.48681
1.38454,0.852885,0.0865262,1.61924,1.45064,1.5199,9.42885,6.28702
1.5199,0.906572,0.0998198,1.71332,1.59246,1.66849,9.29428,7.1399
1.66849,0.961365,0.114001,1.80873,1.74815,1.83161,9.15971,8.04648
1.83161,1.01559,0.128865,1.90231,1.91906,2.01068,9.02514,9.00784
2.01068,1.06723,0.144222,1.99024,2.10667,2.20725,8.89056,10.0234
2.20725,1.11484,0.159766,2.06991,2.31263,2.42304,8.75599,11.0907
2.42304,1.1577,0.175133,2.14027,2.53872,2.65993,8.62142,12.2055
2.65993,1.19633,0.189758,2.2029,2.78692,2.91998,8.48684,13.3632
2.91998,1.23131,0.202882,2.25974,3.05939,3.20545,8.35227,14.5595
3.20545,1.26327,0.213702,2.31284,3.35849,3.51883,8.2177,15.7908
3.51883,1.29142,0.221458,2.36138,3.68682,3.86284,8.08313,17.0541
3.86284,1.31282,0.225713,2.39993,4.04726,4.24049,7.94855,18.3455
4.24049,1.32197,0.226212,2.41773,4.44294,4.65506,7.81398,19.6584
4.65506,1.31237,0.223075,2.40166,4.87731,5.11017,7.6794,20.9803
5.11017,1.27965,0.216718,2.34258,5.35414,5.60976,7.54483,22.2927
5.60976,1.22365,0.207995,2.23931,5.87759,6.1582,7.41025,23.5723
6.1582,1.14778,0.198061,2.0975,6.45221,6.76025,7.27568,24.796
6.76025,1.05662,0.188377,1.92486,7.08301,7.42117,7.14111,25.9438
7.42117,0.954514,0.180262,1.72877,7.77547,8.14669,7.00653,27.0004
8.14669,0.847791,0.174833,1.52075,8.53563,8.94315,6.87196,27.9549
8.94315,0.748736,0.173045,1.32443,9.37012,9.81748,6.73738,28.8027
9.81748,0.674012,0.175277,1.17275,10.2862,10.7773,6.6028,29.5514
10.7773,0.638813,0.182036,1.09559,11.2918,11.8309,6.46823,30.2254
11.8309,0.646686,0.192243,1.10113,12.3958,12.9876,6.33365,30.8643
12.9876,0.685146,0.203415,1.16688,13.6076,14.2573,6.19907,31.5109
14.2573,0.72619,0.211867,1.24051,14.938,15.6512,6.0645,32.1961
15.6512,0.738893,0.215271,1.26251,16.3984,17.1813,5.92992,32.9223
17.1813,0.709992,0.214718,1.20527,18.0016,18.861,5.79534,33.6612
18.861,0.653007,0.213378,1.09264,19.7615,20.705,5.66076,34.3712
20.705,0.598714,0.21636,0.981068,21.6935,22.7292,5.52618,35.0242
22.7292,0.573508,0.227617,0.919399,23.8143,24.9513,5.39161,35.6229
24.9513,0.586396,0.249092,0.9237,26.1425,27.3906,5.25703,36.1964
27.3906,0.627753,0.279537,0.975969,28.6983,30.0685,5.12245,36.7828
30.0685,0.675472,0.315258,1.03569,31.504,33.0081,4.98787,37.4105
33.0081,0.708332,0.352687,1.06398,34.584,36.2352,4.85328,38.086
36.2352,0.718664,0.389152,1.04818,37.9652,39.7777,4.7187,38.7943
39.7777,0.716149,0.424369,1.00793,41.6768,43.6665,4.58412,39.513
43.6665,0.719173,0.459292,0.979054,45.7513,47.9356,4.44954,40.2292
47.9356,0.743137,0.495735,0.990539,50.2242,52.622,4.31495,40.9483
52.622,0.792836,0.535037,1.05063,55.1343,57.7666,4.18036,41.6915
57.7666,0.861028,0.578002,1.14405,60.5245,63.4141,4.04578,42.4843
63.4141,0.933624,0.626142,1.24111,66.4417,69.6138,3.91119,43.3453
69.6138,0.998542,0.682873,1.31421,72.9374,76.4196,3.7766,44.279
76.4196,1.05443,0.752496,1.35636,80.0681,83.8907,3.64201,45.2775
83.8907,1.11139,0.838419,1.38436,87.8959,92.0923,3.50742,46.3319
92.0923,1.18333,0.940594,1.42607,96.4892,101.096,3.37282,47.4433
101.096,1.27788,1.05377,1.50199,105.922,110.979,3.23822,48.6267
110.979,1.39024,1.16902,1.61146,116.278,121.829,3.10363,49.9045
121.829,1.50684,1.2796,1.73408,127.646,133.74,2.96902,51.2948
133.74,1.61463,1.38928,1.83998,140.125,146.815,2.83441,52.8016
146.815,1.7101,1.51216,1.90804,153.824,161.168,2.69981,54.4162
161.168,1.79611,1.65818,1.93404,168.863,176.925,2.56519,56.1263
176.925,1.87243,1.80343,1.94142,185.372,194.222,2.43057,57.9225
194.222,1.92579,1.81591,2.03567,203.495,213.21,2.29595,59.7949
213.21,1.93425,1.71548,2.15302,223.389,234.054,2.16132,61.7207
234.054,1.88441,1.54838,2.22044,245.228,256.936,2.02669,63.6549
256.936,1.78885,1.33503,2.24267,269.203,282.056,1.89204,65.5393
282.056,1.68934,1.12684,2.25184,295.522,309.631,1.75737,67.3282
309.631,1.63599,0.98238,2.2896,324.414,339.902,1.6227,69.0175
339.902,1.66324,0.927533,2.39895,356.13,373.132,1.48801,70.6535
373.132,1.77312,0.940081,2.60616,390.946,409.611,1.35329,72.3168
