Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.86284,1.02925,0.921975,1.13653,4.04726,4.24049,7.94855,9.04704
4.24049,1.09298,0.980443,1.20552,4.44294,4.65506,7.81398,10.0763
4.65506,1.15136,1.03369,1.26903,4.87731,5.11017,7.6794,11.1693
5.11017,1.20354,1.08099,1.32608,5.35414,5.60976,7.54483,12.3206
5.60976,1.2493,1.12172,1.37688,5.87759,6.1582,7.41025,13.5242
6.1582,1.28936,1.15702,1.4217,6.45221,6.76025,7.27568,14.7735
6.76025,1.32542,1.18858,1.46226,7.08301,7.42117,7.14111,16.0628
7.42117,1.35976,1.21828,1.50124,7.77547,8.14669,7.00653,17.3882
8.14669,1.39429,1.24818,1.5404,8.53563,8.94315,6.87196,18.748
8.94315,1.43137,1.28058,1.58216,9.37012,9.81748,6.73738,20.1423
9.81748,1.47382,1.31817,1.62947,10.2862,10.7773,6.6028,21.5737
10.7773,1.52612,1.36554,1.6867,11.2918,11.8309,6.46823,23.0475
11.8309,1.59151,1.42562,1.7574,12.3958,12.9876,6.33365,24.5736
12.9876,1.66936,1.49823,1.84049,13.6076,14.2573,6.19907,26.1651
14.2573,1.75254,1.57689,1.92819,14.938,15.6512,6.0645,27.8345
15.6512,1.82978,1.65157,2.00799,16.3984,17.1813,5.92992,29.587
17.1813,1.89254,1.71357,2.07151,18.0016,18.861,5.79534,31.4168
18.861,1.94002,1.763,2.11704,19.7615,20.705,5.66076,33.3093
20.705,1.98066,1.80746,2.15386,21.6935,22.7292,5.52618,35.2493
22.7292,2.02443,1.85526,2.1936,23.8143,24.9513,5.39161,37.23
24.9513,2.07535,1.9121,2.2386,26.1425,27.3906,5.25703,39.2544
27.3906,2.12606,1.97045,2.28167,28.6983,30.0685,5.12245,41.3298
30.0685,2.16026,2.01762,2.3029,31.504,33.0081,4.98787,43.4558
33.0081,2.16156,2.03976,2.28336,34.584,36.2352,4.85328,45.6161
36.2352,2.12201,2.02845,2.21557,37.9652,39.7777,4.7187,47.7777
39.7777,2.04806,1.98819,2.10793,41.6768,43.6665,4.58412,49.8997
43.6665,1.95745,1.93181,1.98309,45.7513,47.9356,4.44954,51.9477
47.9356,1.87135,1.85826,1.88444,50.2242,52.622,4.31495,53.9052
52.622,1.8059,1.77079,1.84101,55.1343,57.7666,4.18036,55.7765
57.7666,1.76637,1.71249,1.82025,60.5245,63.4141,4.04578,57.5824
63.4141,1.74817,1.68208,1.81426,66.4417,69.6138,3.91119,59.3488
69.6138,1.74114,1.66822,1.81406,72.9374,76.4196,3.7766,61.097
76.4196,1.73621,1.66013,1.81229,80.0681,83.8907,3.64201,62.8381
83.8907,1.72977,1.65261,1.80693,87.8959,92.0923,3.50742,64.5743
92.0923,1.72212,1.64442,1.79982,96.4892,101.096,3.37282,66.3041
101.096,1.7135,1.63472,1.79228,105.922,110.979,3.23822,68.0262
110.979,1.70117,1.61766,1.78468,116.278,121.829,3.10363,69.7397
121.829,1.6827,1.58958,1.77582,127.646,133.74,2.96902,71.4409
133.74,1.66037,1.55125,1.76949,140.125,146.815,2.83441,73.1236
146.815,1.64252,1.5145,1.77054,153.824,161.168,2.69981,74.784
161.168,1.63465,1.48831,1.78099,168.863,176.925,2.56519,76.4265
176.925,1.63007,1.46904,1.7911,185.372,194.222,2.43057,78.0611
194.222,1.60428,1.43389,1.77467,203.495,213.21,2.29595,79.6912
213.21,1.52569,1.34815,1.70323,223.389,234.054,2.16132,81.2955
234.054,1.37807,1.19074,1.5654,245.228,256.936,2.02669,82.8212
256.936,1.18132,0.977071,1.38557,269.203,282.056,1.89204,84.1992
282.056,0.989908,0.761021,1.21879,295.522,309.631,1.75737,85.3805
309.631,0.86221,0.603786,1.12063,324.414,339.902,1.6227,86.3705
339.902,0.830256,0.538155,1.12236,356.13,373.132,1.48801,87.2327
373.132,0.891066,0.564475,1.21766,390.946,409.611,1.35329,88.0629
409.611,1.00204,0.648324,1.35576,429.167,449.657,1.21853,88.954
449.657,1.09129,0.727152,1.45543,471.125,493.617,1.08373,89.956
493.617,1.08659,0.731917,1.44126,517.184,541.876,0.948868,91.0473
541.876,0.968923,0.642295,1.29555,567.746,594.852,0.813905,92.1339
594.852,0.791891,0.509046,1.07474,623.252,653.008,0.678786,93.1028
653.008,0.642277,0.413839,0.870715,684.184,716.849,0.543393,93.8947
716.849,0.582419,0.414366,0.750472,751.073,786.932,0.407456,94.537
786.932,0.643667,0.54367,0.743664,824.502,863.866,0.270152,95.1194
863.866,0.796949,0.76254,0.831358,905.109,948.322,0.127128,95.7631
948.322,0.977312,0.880195,1.07443,993.595,1041.03,0.0666397,96.56
1041.03,1.06048,0.889334,1.23163,1090.73,1142.81,-0.125299,97.5373
1142.81,0.837839,0.668002,1.00768,1197.37,1254.54,-0.259872,98.5978
1254.54,0.446064,0.340248,0.55188,1314.44,1377.19,-0.394443,99.4357
1377.19,0.107002,0.0790193,0.134985,1442.94,1511.83,-0.529012,99.8817
1511.83,0.011279,0.00795267,0.0146053,1584.01,1659.63,-0.663579,99.9887
1659.63,0,0,0,1738.86,1821.88,-0.798145,100
1821.88,0,0,0,1908.86,2000,-0.932714,100
