Kanaldurchmesser (Unten),Diff.,-2 S.D.,+2 S.D.,Kanaldurchmesser (Mitte),Kanaldurchmesser (Oben),Kanaldurchmesser (Mitte),Kum. <
um,Volumen,Diff.,Diff.,um,um,Phi,Volumen
,%,Volumen,Volumen,,,,%
,,%,%,,,,
0.03999,0.0009271,0.000361598,0.0014926,0.0418992,0.0438996,14.5426,0
0.0438996,0.00118845,0.000497732,0.00187917,0.0459955,0.0481915,14.408,0.0009271
0.0481915,0.00185564,0.000837245,0.00287403,0.0504923,0.0529029,14.2734,0.00211555
0.0529029,0.0036264,0.00170782,0.00554498,0.0554286,0.0580749,14.1389,0.00397119
0.0580749,0.00759261,0.00353101,0.0116542,0.0608476,0.0637526,14.0043,0.00759759
0.0637526,0.0144662,0.00656214,0.0223703,0.0667963,0.0699854,13.8697,0.0151902
0.0699854,0.0231261,0.0103491,0.0359031,0.0733267,0.0768275,13.7351,0.0296564
0.0768275,0.0317071,0.0144725,0.0489417,0.0804954,0.0843385,13.6006,0.0527825
0.0843385,0.0402089,0.0189943,0.0614235,0.088365,0.0925838,13.466,0.0844896
0.0925838,0.0494324,0.0243058,0.074559,0.0970039,0.101635,13.3314,0.124698
0.101635,0.0595178,0.0304131,0.0886225,0.106488,0.111572,13.1969,0.174131
0.111572,0.0695681,0.0369619,0.102174,0.116898,0.122479,13.0623,0.233649
0.122479,0.0794213,0.0438219,0.115021,0.128327,0.134454,12.9277,0.303217
0.134454,0.0894549,0.0511141,0.127796,0.140873,0.147598,12.7931,0.382638
0.147598,0.099729,0.0590306,0.140427,0.154645,0.162028,12.6586,0.472093
0.162028,0.110175,0.0675279,0.152822,0.169764,0.177869,12.524,0.571822
0.177869,0.120791,0.0764974,0.165085,0.186361,0.195258,12.3894,0.681997
0.195258,0.131776,0.0858387,0.177713,0.20458,0.214348,12.2549,0.802788
0.214348,0.143012,0.0954745,0.190549,0.224581,0.235303,12.1203,0.934564
0.235303,0.153993,0.104963,0.203023,0.246537,0.258308,11.9857,1.07758
0.258308,0.163911,0.113629,0.214193,0.27064,0.283561,11.8511,1.23157
0.283561,0.172272,0.120759,0.223785,0.297099,0.311283,11.7166,1.39548
0.311283,0.178556,0.125949,0.231163,0.326145,0.341716,11.582,1.56775
0.341716,0.182726,0.129111,0.236341,0.358031,0.375124,11.4474,1.74631
0.375124,0.184988,0.130576,0.2394,0.393033,0.411798,11.3129,1.92903
0.411798,0.186097,0.130586,0.241608,0.431458,0.452057,11.1783,2.11402
0.452057,0.186438,0.129552,0.243324,0.473639,0.496252,11.0437,2.30012
0.496252,0.18639,0.127836,0.244944,0.519944,0.544768,10.9091,2.48656
0.544768,0.186548,0.12635,0.246746,0.570777,0.598027,10.7746,2.67295
0.598027,0.187905,0.12579,0.25002,0.626578,0.656493,10.64,2.85949
0.656493,0.191278,0.126886,0.25567,0.687836,0.720675,10.5054,3.0474
0.720675,0.197263,0.130131,0.264395,0.755082,0.791132,10.3709,3.23868
0.791132,0.206459,0.136302,0.276616,0.828903,0.868477,10.2363,3.43594
0.868477,0.219712,0.14625,0.293174,0.90994,0.953383,10.1017,3.6424
0.953383,0.237803,0.160587,0.315019,0.9989,1.04659,9.96714,3.86211
1.04659,0.261185,0.179555,0.342815,1.09656,1.14891,9.83257,4.09991
1.14891,0.289677,0.202771,0.376583,1.20376,1.26123,9.698,4.3611
1.26123,0.322694,0.229724,0.415664,1.32145,1.38454,9.56343,4.65078
1.38454,0.359543,0.259665,0.459421,1.45064,1.5199,9.42885,4.97347
1.5199,0.399502,0.291713,0.507291,1.59246,1.66849,9.29428,5.33301
1.66849,0.441833,0.324667,0.558999,1.74815,1.83161,9.15971,5.73251
1.83161,0.485579,0.357562,0.613596,1.91906,2.01068,9.02514,6.17435
2.01068,0.53004,0.389685,0.670395,2.10667,2.20725,8.89056,6.65993
2.20725,0.574834,0.421081,0.728587,2.31263,2.42304,8.75599,7.18997
2.42304,0.620094,0.452269,0.787919,2.53872,2.65993,8.62142,7.7648
2.65993,0.666012,0.483627,0.848397,2.78692,2.91998,8.48684,8.38489
2.91998,0.712527,0.515614,0.90944,3.05939,3.20545,8.35227,9.05091
3.20545,0.759239,0.54846,0.970018,3.35849,3.51883,8.2177,9.76343
3.51883,0.805428,0.582208,1.02865,3.68682,3.86284,8.08313,10.5227
3.86284,0.850243,0.616239,1.08425,4.04726,4.24049,7.94855,11.3281
4.24049,0.892309,0.64847,1.13615,4.44294,4.65506,7.81398,12.1783
4.65506,0.929962,0.67606,1.18386,4.87731,5.11017,7.6794,13.0707
5.11017,0.961491,0.696875,1.22611,5.35414,5.60976,7.54483,14.0006
5.60976,0.986249,0.710231,1.26227,5.87759,6.1582,7.41025,14.9621
6.1582,1.00489,0.716867,1.29291,6.45221,6.76025,7.27568,15.9484
6.76025,1.01896,0.718088,1.31983,7.08301,7.42117,7.14111,16.9532
7.42117,1.03012,0.715036,1.3452,7.77547,8.14669,7.00653,17.9722
8.14669,1.03991,0.709933,1.36989,8.53563,8.94315,6.87196,19.0023
8.94315,1.05141,0.708362,1.39446,9.37012,9.81748,6.73738,20.0422
9.81748,1.06931,0.71852,1.4201,10.2862,10.7773,6.6028,21.0936
10.7773,1.09962,0.748259,1.45098,11.2918,11.8309,6.46823,22.163
11.8309,1.14474,0.7978,1.49168,12.3958,12.9876,6.33365,23.2626
12.9876,1.20056,0.857727,1.54339,13.6076,14.2573,6.19907,24.4073
14.2573,1.25584,0.910983,1.6007,14.938,15.6512,6.0645,25.6079
15.6512,1.29807,0.942957,1.65318,16.3984,17.1813,5.92992,26.8637
17.1813,1.32248,0.951897,1.69306,18.0016,18.861,5.79534,28.1618
18.861,1.33518,0.950385,1.71997,19.7615,20.705,5.66076,29.4843
20.705,1.35001,0.957841,1.74218,21.6935,22.7292,5.52618,30.8194
22.7292,1.37759,0.986861,1.76832,23.8143,24.9513,5.39161,32.1694
24.9513,1.41787,1.03605,1.79969,26.1425,27.3906,5.25703,33.547
27.3906,1.45847,1.09011,1.82683,28.6983,30.0685,5.12245,34.9649
30.0685,1.48094,1.12892,1.83296,31.504,33.0081,4.98787,36.4234
