Kanaldurchmesser (Unten),Diff.,-2 S.D.,+2 S.D.,Kanaldurchmesser (Mitte),Kanaldurchmesser (Oben),Kanaldurchmesser (Mitte),Kum. <
um,Volumen,Diff.,Diff.,um,um,Phi,Volumen
,%,Volumen,Volumen,,,,%
,,%,%,,,,
0.03999,0.000126204,0.000104318,0.00014809,0.0418992,0.0438996,14.5426,0
0.0438996,0.000157382,0.000128984,0.00018578,0.0459955,0.0481915,14.408,0.000126204
0.0481915,0.000237646,0.000192933,0.000282359,0.0504923,0.0529029,14.2734,0.000283586
0.0529029,0.000456439,0.000365669,0.000547209,0.0554286,0.0580749,14.1389,0.000521232
0.0580749,0.000962879,0.000771534,0.00115422,0.0608476,0.0637526,14.0043,0.000977671
0.0637526,0.00185207,0.0015003,0.00220384,0.0667963,0.0699854,13.8697,0.00194055
0.0699854,0.00296056,0.00244238,0.00347874,0.0733267,0.0768275,13.7351,0.00379262
0.0768275,0.00401114,0.00334822,0.00467406,0.0804954,0.0843385,13.6006,0.00675318
0.0843385,0.00501918,0.00421907,0.00581929,0.088365,0.0925838,13.466,0.0107643
0.0925838,0.00608565,0.00514226,0.00702904,0.0970039,0.101635,13.3314,0.0157835
0.101635,0.00721709,0.00613783,0.00829635,0.106488,0.111572,13.1969,0.0218692
0.111572,0.00831905,0.00711956,0.00951854,0.116898,0.122479,13.0623,0.0290862
0.122479,0.00940665,0.00807868,0.0107346,0.128327,0.134454,12.9277,0.0374053
0.134454,0.0105239,0.00908345,0.0119644,0.140873,0.147598,12.7931,0.046812
0.147598,0.0115946,0.0100725,0.0131167,0.154645,0.162028,12.6586,0.0573359
0.162028,0.0126727,0.0110865,0.0142589,0.169764,0.177869,12.524,0.0689305
0.177869,0.0138183,0.0121589,0.0154777,0.186361,0.195258,12.3894,0.0816032
0.195258,0.0151118,0.0133887,0.0168349,0.20458,0.214348,12.2549,0.0954215
0.214348,0.0165078,0.0147538,0.0182618,0.224581,0.235303,12.1203,0.110533
0.235303,0.0180158,0.0162666,0.019765,0.246537,0.258308,11.9857,0.127041
0.258308,0.0196382,0.0179043,0.0213721,0.27064,0.283561,11.8511,0.145057
0.283561,0.0213056,0.0196212,0.02299,0.297099,0.311283,11.7166,0.164695
0.311283,0.0229933,0.021381,0.0246056,0.326145,0.341716,11.582,0.186001
0.341716,0.0246954,0.0231744,0.0262164,0.358031,0.375124,11.4474,0.208994
0.375124,0.0265103,0.0250913,0.0279293,0.393033,0.411798,11.3129,0.233689
0.411798,0.0284273,0.0271543,0.0297003,0.431458,0.452057,11.1783,0.2602
0.452057,0.0304885,0.029404,0.031573,0.473639,0.496252,11.0437,0.288627
0.496252,0.0326704,0.0318238,0.033517,0.519944,0.544768,10.9091,0.319115
0.544768,0.0350276,0.0344663,0.0355889,0.570777,0.598027,10.7746,0.351786
0.598027,0.0375533,0.0374022,0.0377044,0.626578,0.656493,10.64,0.386814
0.656493,0.0402886,0.0401483,0.0404289,0.687836,0.720675,10.5054,0.424367
0.720675,0.043226,0.0426277,0.0438243,0.755082,0.791132,10.3709,0.464655
0.791132,0.0463947,0.0452769,0.0475125,0.828903,0.868477,10.2363,0.507881
0.868477,0.0498165,0.0480683,0.0515647,0.90994,0.953383,10.1017,0.554276
0.953383,0.0535358,0.0511079,0.0559637,0.9989,1.04659,9.96714,0.604093
1.04659,0.0575743,0.0543559,0.0607927,1.09656,1.14891,9.83257,0.657629
1.14891,0.0619346,0.0578134,0.0660558,1.20376,1.26123,9.698,0.715203
1.26123,0.0666184,0.0614623,0.0717745,1.32145,1.38454,9.56343,0.777137
1.38454,0.0716163,0.0653548,0.0778778,1.45064,1.5199,9.42885,0.843756
1.5199,0.0769385,0.0694921,0.0843849,1.59246,1.66849,9.29428,0.915372
1.66849,0.0825798,0.0738168,0.0913428,1.74815,1.83161,9.15971,0.992311
1.83161,0.0885541,0.0784285,0.0986797,1.91906,2.01068,9.02514,1.07489
2.01068,0.0948366,0.0833108,0.106362,2.10667,2.20725,8.89056,1.16344
2.20725,0.101435,0.0884793,0.114391,2.31263,2.42304,8.75599,1.25828
2.42304,0.108321,0.0939627,0.122679,2.53872,2.65993,8.62142,1.35972
2.65993,0.115504,0.0998,0.131208,2.78692,2.91998,8.48684,1.46804
2.91998,0.122934,0.10599,0.139878,3.05939,3.20545,8.35227,1.58354
3.20545,0.130583,0.112564,0.148602,3.35849,3.51883,8.2177,1.70648
3.51883,0.138384,0.11949,0.157278,3.68682,3.86284,8.08313,1.83706
3.86284,0.146278,0.126762,0.165794,4.04726,4.24049,7.94855,1.97544
4.24049,0.154216,0.134373,0.174059,4.44294,4.65506,7.81398,2.12172
4.65506,0.16211,0.142264,0.181956,4.87731,5.11017,7.6794,2.27594
5.11017,0.16992,0.150444,0.189396,5.35414,5.60976,7.54483,2.43805
5.60976,0.177538,0.158815,0.196261,5.87759,6.1582,7.41025,2.60797
6.1582,0.185024,0.167432,0.202616,6.45221,6.76025,7.27568,2.7855
6.76025,0.192268,0.176227,0.208309,7.08301,7.42117,7.14111,2.97053
7.42117,0.199357,0.185233,0.213481,7.77547,8.14669,7.00653,3.1628
8.14669,0.20616,0.1944,0.21792,8.53563,8.94315,6.87196,3.36215
8.94315,0.212841,0.203995,0.221687,9.37012,9.81748,6.73738,3.56831
9.81748,0.219291,0.213645,0.224937,10.2862,10.7773,6.6028,3.78115
10.7773,0.225703,0.223994,0.227412,11.2918,11.8309,6.46823,4.00045
11.8309,0.232102,0.229473,0.234731,12.3958,12.9876,6.33365,4.22615
12.9876,0.238665,0.231655,0.245675,13.6076,14.2573,6.19907,4.45825
14.2573,0.245495,0.233824,0.257166,14.938,15.6512,6.0645,4.69692
15.6512,0.252587,0.236343,0.268831,16.3984,17.1813,5.92992,4.94241
17.1813,0.260211,0.23961,0.280812,18.0016,18.861,5.79534,5.195
18.861,0.268401,0.244041,0.292761,19.7615,20.705,5.66076,5.45521
20.705,0.277628,0.250239,0.305017,21.6935,22.7292,5.52618,5.72361
22.7292,0.28787,0.258301,0.317439,23.8143,24.9513,5.39161,6.00124
24.9513,0.299052,0.268123,0.329981,26.1425,27.3906,5.25703,6.28911
