Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.180524,0.156354,0.204694,3.68682,3.86284,8.08313,2.17159
3.86284,0.192091,0.165933,0.218249,4.04726,4.24049,7.94855,2.35211
4.24049,0.20441,0.176244,0.232576,4.44294,4.65506,7.81398,2.5442
4.65506,0.217431,0.187175,0.247687,4.87731,5.11017,7.6794,2.74861
5.11017,0.231176,0.198773,0.263579,5.35414,5.60976,7.54483,2.96604
5.60976,0.245536,0.210947,0.280125,5.87759,6.1582,7.41025,3.19722
6.1582,0.260687,0.223894,0.29748,6.45221,6.76025,7.27568,3.44275
6.76025,0.276346,0.237291,0.315401,7.08301,7.42117,7.14111,3.70344
7.42117,0.293038,0.251608,0.334468,7.77547,8.14669,7.00653,3.97979
8.14669,0.310691,0.266715,0.354667,8.53563,8.94315,6.87196,4.27283
8.94315,0.330092,0.283398,0.376786,9.37012,9.81748,6.73738,4.58352
9.81748,0.351003,0.301364,0.400642,10.2862,10.7773,6.6028,4.91361
10.7773,0.374335,0.321531,0.427139,11.2918,11.8309,6.46823,5.26461
11.8309,0.400302,0.343951,0.456653,12.3958,12.9876,6.33365,5.63895
12.9876,0.429636,0.369387,0.489885,13.6076,14.2573,6.19907,6.03925
14.2573,0.462443,0.398078,0.526808,14.938,15.6512,6.0645,6.46889
15.6512,0.498425,0.429861,0.566989,16.3984,17.1813,5.92992,6.93133
17.1813,0.538062,0.465611,0.610513,18.0016,18.861,5.79534,7.42975
18.861,0.581247,0.504867,0.657627,19.7615,20.705,5.66076,7.96782
20.705,0.629824,0.549603,0.710045,21.6935,22.7292,5.52618,8.54906
22.7292,0.684572,0.600571,0.768573,23.8143,24.9513,5.39161,9.17889
24.9513,0.747097,0.658898,0.835296,26.1425,27.3906,5.25703,9.86346
27.3906,0.817747,0.725537,0.909957,28.6983,30.0685,5.12245,10.6106
30.0685,0.896266,0.800475,0.992057,31.504,33.0081,4.98787,11.4283
33.0081,0.982682,0.883987,1.08138,34.584,36.2352,4.85328,12.3246
36.2352,1.07776,0.976862,1.17866,37.9652,39.7777,4.7187,13.3073
39.7777,1.18624,1.08383,1.28865,41.6768,43.6665,4.58412,14.385
43.6665,1.31671,1.2128,1.42062,45.7513,47.9356,4.44954,15.5713
47.9356,1.48316,1.37762,1.5887,50.2242,52.622,4.31495,16.888
52.622,1.70431,1.59677,1.81185,55.1343,57.7666,4.18036,18.3711
57.7666,2.00162,1.89196,2.11128,60.5245,63.4141,4.04578,20.0754
63.4141,2.3954,2.28607,2.50473,66.4417,69.6138,3.91119,22.0771
69.6138,2.89666,2.79002,3.0033,72.9374,76.4196,3.7766,24.4725
76.4196,3.4987,3.39979,3.59761,80.0681,83.8907,3.64201,27.3691
83.8907,4.16925,4.07891,4.25959,87.8959,92.0923,3.50742,30.8678
92.0923,4.84888,4.77441,4.92335,96.4892,101.096,3.37282,35.0371
101.096,5.45804,5.4047,5.51138,105.922,110.979,3.23822,39.8859
110.979,5.91154,5.88636,5.93672,116.278,121.829,3.10363,45.344
121.829,6.13942,6.12757,6.15127,127.646,133.74,2.96902,51.2555
133.74,6.10229,6.06229,6.14229,140.125,146.815,2.83441,57.395
146.815,5.80178,5.73093,5.87263,153.824,161.168,2.69981,63.4972
161.168,5.2744,5.17939,5.36941,168.863,176.925,2.56519,69.299
176.925,4.58208,4.47643,4.68773,185.372,194.222,2.43057,74.5734
194.222,3.79704,3.67446,3.91962,203.495,213.21,2.29595,79.1555
213.21,2.99254,2.86159,3.12349,223.389,234.054,2.16132,82.9526
234.054,2.23982,2.09616,2.38348,245.228,256.936,2.02669,85.9451
256.936,1.60364,1.44087,1.76641,269.203,282.056,1.89204,88.1849
282.056,1.1351,0.949929,1.32027,295.522,309.631,1.75737,89.7886
309.631,0.851949,0.644279,1.05962,324.414,339.902,1.6227,90.9237
339.902,0.736065,0.506162,0.965968,356.13,373.132,1.48801,91.7756
373.132,0.745886,0.494612,0.99716,390.946,409.611,1.35329,92.5117
409.611,0.825032,0.560117,1.08995,429.167,449.657,1.21853,93.2576
449.657,0.904085,0.642475,1.1657,471.125,493.617,1.08373,94.0826
493.617,0.920988,0.684554,1.15742,517.184,541.876,0.948868,94.9867
541.876,0.853159,0.662507,1.04381,567.746,594.852,0.813905,95.9077
594.852,0.724068,0.590035,0.858101,623.252,653.008,0.678786,96.7608
653.008,0.580744,0.494009,0.667479,684.184,716.849,0.543393,97.4849
716.849,0.458564,0.387642,0.529486,751.073,786.932,0.407456,98.0656
786.932,0.366364,0.290922,0.441806,824.502,863.866,0.270152,98.5242
863.866,0.293863,0.220935,0.366791,905.109,948.322,0.127128,98.8906
948.322,0.227648,0.174306,0.28099,993.595,1041.03,0.0666397,99.1844
1041.03,0.166556,0.143297,0.189815,1090.73,1142.81,-0.125299,99.4121
1142.81,0.119517,0.0842864,0.154748,1197.37,1254.54,-0.259872,99.5786
1254.54,0.0914884,0.0142685,0.168708,1314.44,1377.19,-0.394443,99.6982
1377.19,0.0744154,0,0.191884,1442.94,1511.83,-0.529012,99.7896
1511.83,0.0586522,0,0.195291,1584.01,1659.63,-0.663579,99.8641
1659.63,0.0446905,0,0.178852,1738.86,1821.88,-0.798145,99.9227
1821.88,0.0326088,0,0.143039,1908.86,2000,-0.932714,99.9674
