Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
4.24049,0.0114655,0.0105183,0.0124127,4.44294,4.65506,7.81398,0.368204
4.65506,0.0126377,0.0116491,0.0136263,4.87731,5.11017,7.6794,0.379669
5.11017,0.0138898,0.0128817,0.0148979,5.35414,5.60976,7.54483,0.392307
5.60976,0.0150662,0.0140614,0.016071,5.87759,6.1582,7.41025,0.406197
6.1582,0.0160572,0.0150715,0.0170429,6.45221,6.76025,7.27568,0.421263
6.76025,0.016797,0.0158437,0.0177503,7.08301,7.42117,7.14111,0.43732
7.42117,0.0172555,0.0163405,0.0181705,7.77547,8.14669,7.00653,0.454117
8.14669,0.0174343,0.0165637,0.0183049,8.53563,8.94315,6.87196,0.471373
8.94315,0.0173865,0.0165488,0.0182242,9.37012,9.81748,6.73738,0.488807
9.81748,0.0172236,0.0164066,0.0180406,10.2862,10.7773,6.6028,0.506194
10.7773,0.017104,0.016278,0.01793,11.2918,11.8309,6.46823,0.523417
11.8309,0.0172516,0.0163839,0.0181193,12.3958,12.9876,6.33365,0.540521
12.9876,0.017879,0.0169329,0.0188251,13.6076,14.2573,6.19907,0.557773
14.2573,0.0192016,0.0181474,0.0202558,14.938,15.6512,6.0645,0.575652
15.6512,0.0213399,0.0201859,0.0224939,16.3984,17.1813,5.92992,0.594853
17.1813,0.0242939,0.0230575,0.0255303,18.0016,18.861,5.79534,0.616193
18.861,0.0279577,0.0266877,0.0292277,19.7615,20.705,5.66076,0.640487
20.705,0.0320171,0.0307686,0.0332656,21.6935,22.7292,5.52618,0.668445
22.7292,0.0362026,0.0350707,0.0373345,23.8143,24.9513,5.39161,0.700462
24.9513,0.0403058,0.039347,0.0412646,26.1425,27.3906,5.25703,0.736665
27.3906,0.0445454,0.043882,0.0452088,28.6983,30.0685,5.12245,0.77697
30.0685,0.0498641,0.0494776,0.0502506,31.504,33.0081,4.98787,0.821516
33.0081,0.0571828,0.0566562,0.0577094,34.584,36.2352,4.85328,0.87138
36.2352,0.0669768,0.0661073,0.0678463,37.9652,39.7777,4.7187,0.928563
39.7777,0.0794658,0.0780356,0.080896,41.6768,43.6665,4.58412,0.99554
43.6665,0.0956253,0.0934402,0.0978104,45.7513,47.9356,4.44954,1.07501
47.9356,0.118165,0.114662,0.121668,50.2242,52.622,4.31495,1.17063
52.622,0.151795,0.146328,0.157262,55.1343,57.7666,4.18036,1.2888
57.7666,0.205046,0.196942,0.21315,60.5245,63.4141,4.04578,1.44059
63.4141,0.293098,0.281688,0.304508,66.4417,69.6138,3.91119,1.64564
69.6138,0.43917,0.423286,0.455054,72.9374,76.4196,3.7766,1.93873
76.4196,0.673799,0.650529,0.697069,80.0681,83.8907,3.64201,2.3779
83.8907,1.02934,0.993654,1.06503,87.8959,92.0923,3.50742,3.0517
92.0923,1.52776,1.47284,1.58268,96.4892,101.096,3.37282,4.08104
101.096,2.16788,2.08803,2.24773,105.922,110.979,3.23822,5.6088
110.979,2.9202,2.81198,3.02842,116.278,121.829,3.10363,7.77668
121.829,3.7309,3.59269,3.86911,127.646,133.74,2.96902,10.6969
133.74,4.53268,4.36533,4.70003,140.125,146.815,2.83441,14.4278
146.815,5.25432,5.06699,5.44165,153.824,161.168,2.69981,18.9605
161.168,5.82438,5.61343,6.03533,168.863,176.925,2.56519,24.2148
176.925,6.17393,5.95189,6.39597,185.372,194.222,2.43057,30.0392
194.222,6.24204,6.00519,6.47889,203.495,213.21,2.29595,36.2131
213.21,5.99321,5.75385,6.23257,223.389,234.054,2.16132,42.4551
234.054,5.44693,5.21429,5.67957,245.228,256.936,2.02669,48.4483
256.936,4.6929,4.47763,4.90817,269.203,282.056,1.89204,53.8953
282.056,3.87646,3.69362,4.0593,295.522,309.631,1.75737,58.5882
309.631,3.15837,3.01811,3.29863,324.414,339.902,1.6227,62.4646
339.902,2.66087,2.56433,2.75741,356.13,373.132,1.48801,65.623
373.132,2.42468,2.35945,2.48991,390.946,409.611,1.35329,68.2839
409.611,2.39403,2.34278,2.44528,429.167,449.657,1.21853,70.7085
449.657,2.44159,2.3954,2.48778,471.125,493.617,1.08373,73.1026
493.617,2.43802,2.39998,2.47606,517.184,541.876,0.948868,75.5442
541.876,2.33051,2.29819,2.36283,567.746,594.852,0.813905,77.9822
594.852,2.16572,2.12069,2.21075,623.252,653.008,0.678786,80.3127
653.008,2.0209,1.94755,2.09425,684.184,716.849,0.543393,82.4784
716.849,1.93461,1.8325,2.03672,751.073,786.932,0.407456,84.4993
786.932,1.90933,1.77609,2.04257,824.502,863.866,0.270152,86.4339
863.866,1.89853,1.73307,2.06399,905.109,948.322,0.127128,88.3433
948.322,1.83418,1.63663,2.03173,993.595,1041.03,0.0666397,90.2418
1041.03,1.69436,1.46673,1.92199,1090.73,1142.81,-0.125299,92.076
1142.81,1.50789,1.25411,1.76167,1197.37,1254.54,-0.259872,93.7703
1254.54,1.31084,1.03126,1.59042,1314.44,1377.19,-0.394443,95.2782
1377.19,1.09019,0.786121,1.39426,1442.94,1511.83,-0.529012,96.5891
1511.83,0.924921,0.599317,1.25053,1584.01,1659.63,-0.663579,97.6792
1659.63,0.788022,0.440477,1.13557,1738.86,1821.88,-0.798145,98.6042
1821.88,0.607807,0.263095,0.952519,1908.86,2000,-0.932714,99.3922
