Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.20545,0.0734732,0.0507572,0.0961891,3.35849,3.51883,8.2177,0.868061
3.51883,0.0781,0.0533343,0.102866,3.68682,3.86284,8.08313,0.941534
3.86284,0.0830604,0.056185,0.109936,4.04726,4.24049,7.94855,1.01963
4.24049,0.0883099,0.059302,0.117318,4.44294,4.65506,7.81398,1.10269
4.65506,0.0938092,0.0626411,0.124977,4.87731,5.11017,7.6794,1.191
5.11017,0.0996046,0.066284,0.132925,5.35414,5.60976,7.54483,1.28481
5.60976,0.105657,0.070172,0.141142,5.87759,6.1582,7.41025,1.38442
6.1582,0.112055,0.0744185,0.149692,6.45221,6.76025,7.27568,1.49008
6.76025,0.118685,0.0788793,0.158491,7.08301,7.42117,7.14111,1.60213
7.42117,0.125792,0.0838047,0.167779,7.77547,8.14669,7.00653,1.72082
8.14669,0.133441,0.0892189,0.177663,8.53563,8.94315,6.87196,1.84661
8.94315,0.142034,0.0954927,0.188575,9.37012,9.81748,6.73738,1.98005
9.81748,0.151611,0.102635,0.200587,10.2862,10.7773,6.6028,2.12208
10.7773,0.16267,0.111107,0.214233,11.2918,11.8309,6.46823,2.27369
11.8309,0.175604,0.121298,0.22991,12.3958,12.9876,6.33365,2.43636
12.9876,0.191036,0.133793,0.248279,13.6076,14.2573,6.19907,2.61197
14.2573,0.209417,0.149085,0.269749,14.938,15.6512,6.0645,2.803
15.6512,0.230968,0.167489,0.294447,16.3984,17.1813,5.92992,3.01242
17.1813,0.256126,0.189614,0.322638,18.0016,18.861,5.79534,3.24339
18.861,0.284914,0.215582,0.354246,19.7615,20.705,5.66076,3.49951
20.705,0.317724,0.245783,0.389665,21.6935,22.7292,5.52618,3.78443
22.7292,0.354037,0.279644,0.42843,23.8143,24.9513,5.39161,4.10215
24.9513,0.393054,0.316435,0.469673,26.1425,27.3906,5.25703,4.45619
27.3906,0.433205,0.355133,0.511277,28.6983,30.0685,5.12245,4.84924
30.0685,0.473038,0.395243,0.550833,31.504,33.0081,4.98787,5.28245
33.0081,0.51236,0.437746,0.586974,34.584,36.2352,4.85328,5.75549
36.2352,0.553086,0.485345,0.620827,37.9652,39.7777,4.7187,6.26785
39.7777,0.60067,0.543285,0.658055,41.6768,43.6665,4.58412,6.82093
43.6665,0.663513,0.617467,0.70956,45.7513,47.9356,4.44954,7.4216
47.9356,0.752171,0.710197,0.794145,50.2242,52.622,4.31495,8.08511
52.622,0.876845,0.82231,0.93138,55.1343,57.7666,4.18036,8.83729
57.7666,1.04408,0.964311,1.12385,60.5245,63.4141,4.04578,9.71413
63.4141,1.2535,1.14388,1.36312,66.4417,69.6138,3.91119,10.7582
69.6138,1.49522,1.35679,1.63365,72.9374,76.4196,3.7766,12.0117
76.4196,1.75048,1.58856,1.9124,80.0681,83.8907,3.64201,13.5069
83.8907,1.99497,1.81674,2.1732,87.8959,92.0923,3.50742,15.2574
92.0923,2.20455,2.01812,2.39098,96.4892,101.096,3.37282,17.2524
101.096,2.36155,2.17397,2.54913,105.922,110.979,3.23822,19.4569
110.979,2.45882,2.27436,2.64328,116.278,121.829,3.10363,21.8185
121.829,2.50267,2.32195,2.68339,127.646,133.74,2.96902,24.2773
133.74,2.51005,2.33343,2.68667,140.125,146.815,2.83441,26.78
146.815,2.50504,2.33199,2.67809,153.824,161.168,2.69981,29.29
161.168,2.51055,2.34135,2.67975,168.863,176.925,2.56519,31.7951
176.925,2.54365,2.37942,2.70788,185.372,194.222,2.43057,34.3056
194.222,2.6108,2.45317,2.76843,203.495,213.21,2.29595,36.8493
213.21,2.70861,2.5583,2.85892,223.389,234.054,2.16132,39.4601
234.054,2.82693,2.683,2.97086,245.228,256.936,2.02669,42.1687
256.936,2.95326,2.81178,3.09474,269.203,282.056,1.89204,44.9956
282.056,3.0766,2.93196,3.22124,295.522,309.631,1.75737,47.9489
309.631,3.18693,3.03245,3.34141,324.414,339.902,1.6227,51.0255
339.902,3.27381,3.10292,3.4447,356.13,373.132,1.48801,54.2124
373.132,3.32583,3.13577,3.51589,390.946,409.611,1.35329,57.4862
409.611,3.32824,3.12027,3.53621,429.167,449.657,1.21853,60.812
449.657,3.26922,3.04921,3.48923,471.125,493.617,1.08373,64.1403
493.617,3.14335,2.92175,3.36495,517.184,541.876,0.948868,67.4095
541.876,2.96584,2.75837,3.17331,567.746,594.852,0.813905,70.5528
594.852,2.76377,2.58843,2.93911,623.252,653.008,0.678786,73.5187
653.008,2.56947,2.4456,2.69334,684.184,716.849,0.543393,76.2824
716.849,2.39921,2.34046,2.45796,751.073,786.932,0.407456,78.8519
786.932,2.26225,2.23656,2.28794,824.502,863.866,0.270152,81.2511
863.866,2.14933,2.04071,2.25795,905.109,948.322,0.127128,83.5134
948.322,2.05118,1.85358,2.24878,993.595,1041.03,0.0666397,85.6627
1041.03,1.95198,1.66998,2.23398,1090.73,1142.81,-0.125299,87.7139
1142.81,1.87647,1.51221,2.24073,1197.37,1254.54,-0.259872,89.6659
1254.54,1.81814,1.37618,2.2601,1314.44,1377.19,-0.394443,91.5423
1377.19,1.7735,1.25748,2.28952,1442.94,1511.83,-0.529012,93.3605
1511.83,1.6973,1.12142,2.27318,1584.01,1659.63,-0.663579,95.134
1659.63,1.6204,1.00606,2.23474,1738.86,1821.88,-0.798145,96.8313
1821.88,1.54833,0.900514,2.19615,1908.86,2000,-0.932714,98.4517
