Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.400802,0.350184,0.45142,3.68682,3.86284,8.08313,4.25784
3.86284,0.431632,0.3759,0.487364,4.04726,4.24049,7.94855,4.65864
4.24049,0.463738,0.402818,0.524658,4.44294,4.65506,7.81398,5.09027
4.65506,0.497059,0.430966,0.563152,4.87731,5.11017,7.6794,5.55401
5.11017,0.531129,0.460139,0.602119,5.35414,5.60976,7.54483,6.05107
5.60976,0.56562,0.490067,0.641173,5.87759,6.1582,7.41025,6.5822
6.1582,0.600606,0.52092,0.680292,6.45221,6.76025,7.27568,7.14782
6.76025,0.636536,0.552832,0.72024,7.08301,7.42117,7.14111,7.74843
7.42117,0.674583,0.58704,0.762126,7.77547,8.14669,7.00653,8.38496
8.14669,0.715216,0.624052,0.80638,8.53563,8.94315,6.87196,9.05954
8.94315,0.759511,0.665236,0.853786,9.37012,9.81748,6.73738,9.77476
9.81748,0.807942,0.711065,0.904819,10.2862,10.7773,6.6028,10.5343
10.7773,0.862802,0.763592,0.962012,11.2918,11.8309,6.46823,11.3422
11.8309,0.925121,0.823842,1.0264,12.3958,12.9876,6.33365,12.205
12.9876,0.994575,0.892972,1.09618,13.6076,14.2573,6.19907,13.1301
14.2573,1.06744,0.969114,1.16577,14.938,15.6512,6.0645,14.1247
15.6512,1.13838,1.04743,1.22933,16.3984,17.1813,5.92992,15.1922
17.1813,1.20456,1.12519,1.28393,18.0016,18.861,5.79534,16.3305
18.861,1.2658,1.20098,1.33062,19.7615,20.705,5.66076,17.5351
20.705,1.32627,1.27873,1.37381,21.6935,22.7292,5.52618,18.8009
22.7292,1.3883,1.36155,1.41505,23.8143,24.9513,5.39161,20.1272
24.9513,1.45132,1.44705,1.45559,26.1425,27.3906,5.25703,21.5155
27.3906,1.51077,1.4755,1.54604,28.6983,30.0685,5.12245,22.9668
30.0685,1.56122,1.48726,1.63518,31.504,33.0081,4.98787,24.4776
33.0081,1.60235,1.49107,1.71363,34.584,36.2352,4.85328,26.0388
36.2352,1.64075,1.49997,1.78153,37.9652,39.7777,4.7187,27.6411
39.7777,1.69094,1.53483,1.84705,41.6768,43.6665,4.58412,29.2819
43.6665,1.7704,1.6139,1.9269,45.7513,47.9356,4.44954,30.9728
47.9356,1.89457,1.74888,2.04026,50.2242,52.622,4.31495,32.7432
52.622,2.07276,1.94271,2.20282,55.1343,57.7666,4.18036,34.6378
57.7666,2.30491,2.18902,2.4208,60.5245,63.4141,4.04578,36.7105
63.4141,2.58156,2.47209,2.69103,66.4417,69.6138,3.91119,39.0155
69.6138,2.88433,2.76585,3.00281,72.9374,76.4196,3.7766,41.597
76.4196,3.18803,3.04692,3.32914,80.0681,83.8907,3.64201,44.4813
83.8907,3.46274,3.294,3.63148,87.8959,92.0923,3.50742,47.6694
92.0923,3.67506,3.48874,3.86138,96.4892,101.096,3.37282,51.1321
101.096,3.79104,3.59458,3.9875,105.922,110.979,3.23822,54.8072
110.979,3.78302,3.58975,3.97629,116.278,121.829,3.10363,58.5982
121.829,3.64203,3.45187,3.83219,127.646,133.74,2.96902,62.3812
133.74,3.38664,3.20146,3.57182,140.125,146.815,2.83441,66.0233
146.815,3.06149,2.88442,3.23856,153.824,161.168,2.69981,69.4099
161.168,2.71723,2.55153,2.88293,168.863,176.925,2.56519,72.4714
176.925,2.38837,2.24405,2.53269,185.372,194.222,2.43057,75.1886
194.222,2.07866,1.96589,2.19143,203.495,213.21,2.29595,77.577
213.21,1.76993,1.69917,1.84069,223.389,234.054,2.16132,79.6557
234.054,1.44842,1.4124,1.48444,245.228,256.936,2.02669,81.4256
256.936,1.13279,1.06634,1.19924,269.203,282.056,1.89204,82.874
282.056,0.878694,0.762815,0.994573,295.522,309.631,1.75737,84.0068
309.631,0.742811,0.590694,0.894929,324.414,339.902,1.6227,84.8855
339.902,0.753275,0.580111,0.926439,356.13,373.132,1.48801,85.6283
373.132,0.907496,0.729849,1.08514,390.946,409.611,1.35329,86.3816
409.611,1.15782,0.99337,1.32227,429.167,449.657,1.21853,87.2891
449.657,1.40249,1.25927,1.54571,471.125,493.617,1.08373,88.4469
493.617,1.52285,1.39145,1.65425,517.184,541.876,0.948868,89.8494
541.876,1.46343,1.33406,1.5928,567.746,594.852,0.813905,91.3722
594.852,1.26374,1.13264,1.39484,623.252,653.008,0.678786,92.8357
653.008,1.03161,0.901822,1.1614,684.184,716.849,0.543393,94.0994
716.849,0.866357,0.745375,0.987339,751.073,786.932,0.407456,95.131
786.932,0.820564,0.721896,0.919232,824.502,863.866,0.270152,95.9974
863.866,0.871534,0.788841,0.954227,905.109,948.322,0.127128,96.8179
948.322,0.954865,0.817686,1.09204,993.595,1041.03,0.0666397,97.6895
1041.03,0.791062,0.62483,0.957294,1090.73,1142.81,-0.125299,98.6443
1142.81,0.444263,0.32348,0.565046,1197.37,1254.54,-0.259872,99.4354
1254.54,0.1088,0.0754301,0.14217,1314.44,1377.19,-0.394443,99.8797
1377.19,0.0115369,0.00747829,0.0155955,1442.94,1511.83,-0.529012,99.9885
1511.83,0,0,0,1584.01,1659.63,-0.663579,100
1659.63,0,0,0,1738.86,1821.88,-0.798145,100
1821.88,0,0,0,1908.86,2000,-0.932714,100
